product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank,scenario,contingency_severity,contingency_impact_score,lost_sales_exposure,cost_change_vs_optimized,fill_rate_change_vs_optimized,additional_safety_stock_required,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,contingency_action,contingency_confidence,primary_risk_driver_contingency,action_type,action_priority,action_owner,action_horizon,executive_action_score,executive_action,expected_business_outcome,executive_rationale,executive_confidence,scenario_response,policy_change_required
P01943,Office Supplies,Intermittent,Critical,Demand Volatility,0.95,30,1635,4430,4533,0.9754,0.0096,2718,25.09,35362.08,0.99,2313.0,5108.0,2266.0,15.0,0.9989,0.0014,122.0,21.9,9062.97,49.0,111034.0,0.2041,1.06,2596.0,-26299.11,26299.11,-3.19,0.0235,678.0,Increase service level and adjust safety stock,0.0235,0.9551,-0.1271,-2267.0,-0.5001,0.4147,Inventory reduction,Strong service improvement,Positive economic + service impact,0.1655,Critical risk driven primarily by demand variability and forecast uncertainty.,0.575,P1 - Critical,Immediate intervention,Cost saving + service improvement,1,0.5792,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,596 units while reducing modeled cost by ₹26,299. Fill rate changes by +2.35%.",Lower cost with improved service,URGENT: Immediate intervention. Review immediately due to Critical risk and material service exposure.,2,Combined Stress,High,0.2947,47.0,1354.73,-0.031,1277,6385,3513,23.25,Increase safety stock for demand stress,Medium,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.6393,"Prepare demand contingency and increase safety stock by approximately 1,277 units.",Protect service under adverse scenario,"P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 47 units. Recommended contingency buffer is 1,277 units.",High,Prepare demand response,1
P01443,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1706,4476,4492,0.9684,0.0123,3456,25.31,42739.39,0.975,2032.0,4802.0,4492.0,30.0,0.9951,0.0027,532.0,28.81,14572.51,25.0,112300.0,0.12,0.4,2924.0,-28166.88,28166.88,3.5,0.0267,326.0,Increase service level and adjust safety stock,0.0267,0.8461,0.1383,0.0,0.0,0.1911,Inventory increase,Strong service improvement,Positive economic + service impact,0.0367,High risk driven primarily by demand variability and forecast uncertainty.,0.5876,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4868,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,924 units while reducing modeled cost by ₹28,167. Fill rate changes by +2.67%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.3532,205.0,2178.29,-0.031,935,5737,6514,43.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P2 - High,Inventory Planning,7-30 days,0.6335,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹28,166.88, with lost-sales change of 2,924 units.",Medium,Monitor scenario exposure,1
P01164,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1680,4290,4233,0.9711,0.0096,2982,25.97,37749.76,0.975,2002.0,4612.0,4233.0,30.0,1.0,0.0,0.0,27.79,8466.71,25.0,105825.0,0.16,0.88,2982.0,-29283.05,29283.05,1.81,0.0289,322.0,Increase service level and adjust safety stock,0.0289,1.0,0.0697,0.0,0.0,0.1917,Inventory increase,Strong service improvement,Positive economic + service impact,0.1077,High risk driven primarily by demand variability and forecast uncertainty.,0.616,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4976,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,982 units while reducing modeled cost by ₹29,283. Fill rate changes by +2.89%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.2711,0.0,1265.6,-0.031,901,5513,6138,43.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory policy action,P2 - High,Inventory Planning,7-30 days,0.6204,Execute optimization recommendation: Immediate intervention.,Lower cost and improved service,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹29,283.05, with lost-sales change of 2,982 units.",Medium,Monitor scenario exposure,1
P00463,Office Supplies,Intermittent,Critical,Demand Volatility,0.95,30,1195,3223,3288,0.9699,0.0137,2410,24.89,30155.04,0.99,1690.0,3718.0,3288.0,30.0,0.9983,0.0014,140.0,29.11,8406.13,25.0,82200.0,0.08,0.44,2270.0,-21748.92,21748.92,4.22,0.0284,495.0,Increase service level and adjust safety stock,0.0284,0.9419,0.1695,0.0,0.0,0.4142,Inventory increase,Strong service improvement,Positive economic + service impact,0.0269,Critical risk driven primarily by demand variability and forecast uncertainty.,0.5338,P1 - Critical,Immediate intervention,Cost saving + service improvement,1,0.5449,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,270 units while reducing modeled cost by ₹21,749. Fill rate changes by +2.84%.",Lower cost with improved service,URGENT: Immediate intervention. Review immediately due to Critical risk and material service exposure.,2,Combined Stress,High,0.2919,54.0,1256.54,-0.031,935,4653,5097,46.5,Increase safety stock for demand stress,Medium,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.6154,Prepare demand contingency and increase safety stock by approximately 935 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 54 units. Recommended contingency buffer is 935 units.,High,Prepare demand response,1
P01987,Office Supplies,Trending,Low,Demand Volatility,0.95,30,1624,6239,16289,0.9881,0.0137,4735,17.56,67013.65,0.9,1265.0,5880.0,24433.0,45.0,0.9994,0.0027,233.0,24.4,29231.77,16.0,390928.0,0.0625,0.19,4502.0,-37781.88,37781.88,6.85,0.0114,-359.0,Increase order quantity to reduce ordering frequency,0.0114,0.9508,0.3901,8144.0,0.5,-0.2211,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0091,Low risk driven primarily by demand variability and forecast uncertainty.,0.6341,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3829,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 4,502 units while reducing modeled cost by ₹37,782. Fill rate changes by +1.14%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.365,90.0,4369.54,-0.031,452,6332,32985,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P2 - High,Inventory Planning,7-30 days,0.6113,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹37,781.88, with lost-sales change of 4,502 units.",Medium,Monitor scenario exposure,1
P00105,Accessories,Trending,Low,Supplier,0.95,30,958,3648,9495,0.9795,0.0205,4742,18.32,59615.65,0.9,746.0,3436.0,9495.0,30.0,0.9931,0.0096,1595.0,17.25,27469.9,24.0,227880.0,0.0833,0.17,3147.0,-32145.76,32145.76,-1.07,0.0136,-212.0,Maintain current inventory policy,0.0136,0.6636,-0.0584,0.0,0.0,-0.2213,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0108,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.5122,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.2982,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 3,147 units while reducing modeled cost by ₹32,146. Fill rate changes by +1.36%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.5085,616.0,4106.18,-0.031,361,3797,13293,42.0,Prepare alternate supplier and increase inventory buffer,High,Supplier,Supplier risk mitigation,P2 - High,Procurement,7-30 days,0.6006,Prepare alternate supplier coverage and increase inventory buffer by approximately 361 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Supplier. Potential lost-sales exposure is 616 units. Recommended contingency buffer is 361 units.,High,Prepare alternate supplier,1
P01995,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,748,1962,1969,0.9565,0.0164,2086,25.38,24791.03,0.975,891.0,2105.0,2953.0,45.0,0.9983,0.0014,83.0,34.12,5733.01,17.0,50201.0,0.2353,1.29,2003.0,-19058.02,19058.02,8.74,0.0418,143.0,Increase service level and adjust safety stock,0.0418,0.9602,0.3444,984.0,0.4997,0.1912,Inventory increase,Strong service improvement,Positive economic + service impact,0.2321,High risk driven primarily by demand variability and forecast uncertainty.,0.5579,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4487,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,003 units while reducing modeled cost by ₹19,058. Fill rate changes by +4.18%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.2713,32.0,856.97,-0.031,405,2510,4282,65.25,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P2 - High,Inventory Planning,7-30 days,0.5886,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹19,058.02, with lost-sales change of 2,003 units.",Medium,Monitor scenario exposure,1
P01432,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,782,3462,7656,0.9761,0.0288,4451,17.65,54119.88,0.9,609.0,3289.0,7656.0,30.0,0.9926,0.0096,1373.0,17.95,23491.99,24.0,183744.0,0.125,0.21,3078.0,-30627.89,30627.89,0.3,0.0165,-173.0,Maintain current inventory policy,0.0165,0.6915,0.017,0.0,0.0,-0.2212,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0201,Low risk driven primarily by demand variability and forecast uncertainty.,0.513,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.2948,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 3,078 units while reducing modeled cost by ₹30,628. Fill rate changes by +1.65%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.4681,530.0,3511.56,-0.031,297,3586,10719,42.0,Increase safety stock for demand stress,High,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5881,Prepare demand contingency and increase safety stock by approximately 297 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 530 units. Recommended contingency buffer is 297 units.,High,Prepare demand response,1
P01235,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1473,3989,4080,0.9766,0.0096,2326,25.65,30837.52,0.975,1755.0,4271.0,4080.0,30.0,1.0,0.0,0.0,28.06,8257.93,25.0,102000.0,0.24,0.76,2326.0,-22579.59,22579.59,2.41,0.0234,282.0,Increase service level and adjust safety stock,0.0234,1.0,0.094,0.0,0.0,0.1914,Inventory increase,Strong service improvement,Positive economic + service impact,0.1395,High risk driven primarily by demand variability and forecast uncertainty.,0.5051,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4597,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,326 units while reducing modeled cost by ₹22,580. Fill rate changes by +2.34%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.2708,0.0,1234.39,-0.031,790,5061,5917,43.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory policy action,P2 - High,Inventory Planning,7-30 days,0.5732,Execute optimization recommendation: Immediate intervention.,Lower cost and improved service,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹22,579.59, with lost-sales change of 2,326 units.",Medium,Monitor scenario exposure,1
P01921,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1497,4026,4100,0.976,0.011,2393,23.33,30908.41,0.975,1784.0,4313.0,4100.0,30.0,1.0,0.0,0.0,26.83,7959.97,25.0,102500.0,0.16,0.56,2393.0,-22948.44,22948.44,3.5,0.024,287.0,Increase service level and adjust safety stock,0.024,1.0,0.15,0.0,0.0,0.1917,Inventory increase,Strong service improvement,Positive economic + service impact,0.0685,High risk driven primarily by demand variability and forecast uncertainty.,0.508,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4568,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,393 units while reducing modeled cost by ₹22,948. Fill rate changes by +2.40%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.2685,0.0,1189.85,-0.031,803,5116,5946,43.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory policy action,P2 - High,Inventory Planning,7-30 days,0.5728,Execute optimization recommendation: Immediate intervention.,Lower cost and improved service,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹22,948.44, with lost-sales change of 2,393 units.",Medium,Monitor scenario exposure,1
P00070,Accessories,Volatile,Low,Supplier,0.95,30,1171,5200,8057,0.9761,0.0247,4677,18.28,57187.55,0.9,913.0,4942.0,4029.0,15.0,0.9816,0.0233,3610.0,11.7,43559.93,47.0,189363.0,0.0638,0.13,1067.0,-13627.62,13627.62,-6.58,0.0054,-258.0,Reduce order quantity and increase ordering frequency,0.0054,0.2281,-0.36,-4028.0,-0.4999,-0.2203,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0063,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.2105,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.1675,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 1,067 units while reducing modeled cost by ₹13,628. Fill rate changes by +0.54%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.7953,1393.0,6511.3,-0.031,505,5447,5641,21.0,Prepare alternate supplier and increase inventory buffer,High,Supplier,Supplier risk mitigation,P2 - High,Procurement,7-30 days,0.5563,Prepare alternate supplier coverage and increase inventory buffer by approximately 505 units.,Protect service under adverse scenario,"P2 - High scenario exposure under Combined Stress. Primary driver: Supplier. Potential lost-sales exposure is 1,393 units. Recommended contingency buffer is 505 units.",High,Prepare alternate supplier,1
P00764,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1258,3299,3310,0.9742,0.0096,2081,24.75,26872.13,0.975,1499.0,3540.0,3310.0,30.0,0.999,0.0014,84.0,27.32,7495.35,25.0,82750.0,0.16,0.76,1997.0,-19376.77,19376.77,2.57,0.0248,241.0,Increase service level and adjust safety stock,0.0248,0.9596,0.1038,0.0,0.0,0.1916,Inventory increase,Strong service improvement,Positive economic + service impact,0.093,High risk driven primarily by demand variability and forecast uncertainty.,0.4641,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4344,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,997 units while reducing modeled cost by ₹19,377. Fill rate changes by +2.48%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.2762,32.0,1120.4,-0.031,678,4218,4800,43.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P2 - High,Inventory Planning,7-30 days,0.555,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹19,376.77, with lost-sales change of 1,997 units.",Medium,Monitor scenario exposure,1
P01153,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1564,4215,4299,0.9769,0.0096,2415,24.93,31893.46,0.975,1864.0,4515.0,2149.0,15.0,0.9869,0.0082,1369.0,19.18,20412.28,49.0,105301.0,0.2653,1.41,1046.0,-11481.19,11481.19,-5.74,0.01,300.0,Increase service level and adjust safety stock,0.01,0.4331,-0.2302,-2150.0,-0.5001,0.1918,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.2861,High risk driven primarily by demand variability and forecast uncertainty.,0.2961,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3941,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,046 units while reducing modeled cost by ₹11,481. Fill rate changes by +1.00%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.473,528.0,3051.21,-0.031,985,5500,3224,22.5,Increase safety stock for demand stress,High,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5502,Prepare demand contingency and increase safety stock by approximately 985 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 528 units. Recommended contingency buffer is 985 units.,High,Prepare demand response,1
P01760,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,619,2741,6062,0.9737,0.0274,3877,16.81,46162.14,0.9,482.0,2604.0,3031.0,15.0,0.9895,0.0151,1551.0,10.14,20806.81,48.0,145488.0,0.0833,0.23,2326.0,-25355.33,25355.33,-6.67,0.0158,-137.0,Reduce order quantity and increase ordering frequency,0.0158,0.5999,-0.3968,-3031.0,-0.5,-0.2213,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0147,Low risk driven primarily by demand variability and forecast uncertainty.,0.4228,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2472,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 2,326 units while reducing modeled cost by ₹25,355. Fill rate changes by +1.58%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.477,599.0,3110.18,-0.031,253,2857,4244,21.0,Increase safety stock for demand stress,High,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.55,Prepare demand contingency and increase safety stock by approximately 253 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 599 units. Recommended contingency buffer is 253 units.,High,Prepare demand response,1
P00277,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1657,4403,4452,0.9807,0.0082,2096,24.65,28877.3,0.975,1975.0,4721.0,4452.0,30.0,1.0,0.0,0.0,29.4,9350.73,25.0,111300.0,0.16,0.56,2096.0,-19526.57,19526.57,4.75,0.0193,318.0,Increase service level and adjust safety stock,0.0193,1.0,0.1927,0.0,0.0,0.1919,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0685,High risk driven primarily by demand variability and forecast uncertainty.,0.4435,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4382,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,096 units while reducing modeled cost by ₹19,527. Fill rate changes by +1.93%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,Moderate,0.274,0.0,1397.74,-0.031,889,5610,6456,43.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory policy action,P2 - High,Inventory Planning,7-30 days,0.5474,Execute optimization recommendation: Immediate intervention.,Lower cost and improved service,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹19,526.57, with lost-sales change of 2,096 units.",Medium,Monitor scenario exposure,1
P01755,Accessories,Trending,Low,Demand Volatility,0.95,30,936,3559,9257,0.9824,0.0178,3975,17.61,51218.38,0.9,729.0,3352.0,4629.0,15.0,0.9912,0.0123,1985.0,10.84,27713.83,47.0,217563.0,0.1277,0.3,1990.0,-23504.55,23504.55,-6.77,0.0088,-207.0,Reduce order quantity and increase ordering frequency,0.0088,0.5006,-0.3844,-4628.0,-0.4999,-0.2212,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0293,Low risk driven primarily by demand variability and forecast uncertainty.,0.3552,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2276,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 1,990 units while reducing modeled cost by ₹23,505. Fill rate changes by +0.88%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.5527,766.0,4142.64,-0.031,369,3721,6481,21.0,Increase safety stock for demand stress,High,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5446,Prepare demand contingency and increase safety stock by approximately 369 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 766 units. Recommended contingency buffer is 369 units.,High,Prepare demand response,1
P01533,Office Supplies,Intermittent,Critical,Demand Volatility,0.95,30,1334,3585,3651,0.9872,0.0082,1139,24.66,18016.27,0.99,1886.0,4137.0,5476.0,45.0,1.0,0.0,0.0,36.27,9253.16,17.0,93092.0,0.2941,1.29,1139.0,-8763.12,8763.12,11.61,0.0128,552.0,Increase service level and adjust safety stock,0.0128,1.0,0.4708,1825.0,0.4999,0.4138,Inventory increase,Moderate service improvement,Positive economic + service impact,0.2901,Critical risk driven primarily by demand variability and forecast uncertainty.,0.3256,P1 - Critical,Immediate intervention,Cost saving + service improvement,1,0.5004,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,139 units while reducing modeled cost by ₹8,763. Fill rate changes by +1.28%.",Lower cost with improved service,URGENT: Immediate intervention. Review immediately due to Critical risk and material service exposure.,2,Combined Stress,High,0.284,0.0,1383.15,-0.031,1038,5175,8488,69.75,Increase safety stock for demand stress,Low,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5306,"Prepare demand contingency and increase safety stock by approximately 1,038 units.",Lower cost and improved service,"P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 0 units. Recommended contingency buffer is 1,038 units.",Medium,Prepare demand response,1
P01884,Office Supplies,Intermittent,Critical,Demand Volatility,0.95,30,1730,4451,4413,0.9875,0.0041,1340,25.89,21641.85,0.99,2447.0,5168.0,6619.0,45.0,0.999,0.0014,108.0,37.32,12483.74,17.0,112523.0,0.1765,0.76,1232.0,-9158.11,9158.11,11.43,0.0115,717.0,Increase service level and adjust safety stock,0.0115,0.9194,0.4415,2206.0,0.4999,0.4145,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1026,Critical risk driven primarily by demand variability and forecast uncertainty.,0.3098,P1 - Critical,Immediate intervention,Cost saving + service improvement,1,0.4874,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,232 units while reducing modeled cost by ₹9,158. Fill rate changes by +1.15%.",Lower cost with improved service,URGENT: Immediate intervention. Review immediately due to Critical risk and material service exposure.,2,Combined Stress,High,0.306,42.0,1866.06,-0.031,1351,6519,10260,69.75,Increase safety stock for demand stress,Medium,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5276,"Prepare demand contingency and increase safety stock by approximately 1,351 units.",Protect service under adverse scenario,"P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 42 units. Recommended contingency buffer is 1,351 units.",High,Prepare demand response,1
P00973,Office Supplies,Intermittent,Critical,Demand Volatility,0.95,30,897,2408,2450,0.9932,0.0055,408,25.61,8886.96,0.99,1269.0,2780.0,3674.0,45.0,1.0,0.0,0.0,35.71,6256.1,17.0,62458.0,0.5294,2.47,408.0,-2630.86,2630.86,10.1,0.0068,372.0,Increase service level and adjust safety stock,0.0068,1.0,0.3944,1224.0,0.4996,0.4147,Inventory increase,Moderate service improvement,Positive economic + service impact,1.0,Critical risk driven primarily by demand variability and forecast uncertainty.,0.278,P1 - Critical,Immediate intervention,Cost saving + service improvement,1,0.5256,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 408 units while reducing modeled cost by ₹2,631. Fill rate changes by +0.68%.",Lower cost with improved service,URGENT: Immediate intervention. Review immediately due to Critical risk and material service exposure.,2,Combined Stress,High,0.2833,0.0,935.16,-0.031,698,3478,5695,69.75,Prepare alternate supplier and increase inventory buffer,High,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5231,Prepare demand contingency and increase safety stock by approximately 698 units.,Lower cost and improved service,P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 0 units. Recommended contingency buffer is 698 units.,High,Prepare demand response,1
P00750,Personal Care,Seasonal,Low,Supplier,0.95,30,804,3568,7898,0.9794,0.0233,3967,17.25,49354.29,0.9,627.0,3391.0,11848.0,45.0,0.987,0.0137,2500.0,24.72,38416.18,16.0,189568.0,0.0,0.0,1467.0,-10938.1,10938.1,7.47,0.0076,-177.0,Increase order quantity to reduce ordering frequency,0.0076,0.3698,0.433,3950.0,0.5001,-0.2201,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.2336,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.1919,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,467 units while reducing modeled cost by ₹10,938. Fill rate changes by +0.76%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2,Combined Stress,High,0.6521,965.0,5742.42,-0.031,348,3739,16588,63.0,Prepare alternate supplier and increase inventory buffer,High,Supplier,Supplier risk mitigation,P2 - High,Procurement,7-30 days,0.5226,Prepare alternate supplier coverage and increase inventory buffer by approximately 348 units.,Protect service under adverse scenario,P2 - High scenario exposure under Combined Stress. Primary driver: Supplier. Potential lost-sales exposure is 965 units. Recommended contingency buffer is 348 units.,High,Prepare alternate supplier,1
P00648,Office Supplies,Intermittent,Critical,Demand Volatility,0.95,30,1791,4666,4661,0.9898,0.0055,1154,26.23,20316.72,0.99,2533.0,5408.0,4661.0,30.0,0.9988,0.0014,139.0,29.26,11108.27,25.0,116525.0,0.2,0.88,1015.0,-9208.44,9208.44,3.03,0.0089,742.0,Increase service level and adjust safety stock,0.0089,0.8795,0.1155,0.0,0.0,0.4143,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1346,Critical risk driven primarily by demand variability and forecast uncertainty.,0.285,P1 - Critical,Immediate intervention,Cost saving + service improvement,1,0.477,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,015 units while reducing modeled cost by ₹9,208. Fill rate changes by +0.89%.",Lower cost with improved service,URGENT: Immediate intervention. Review immediately due to Critical risk and material service exposure.,2,Combined Stress,High,0.3044,54.0,1660.45,-0.031,1399,6807,7225,46.5,Increase safety stock for demand stress,Medium,Demand Volatility,Demand risk mitigation,P2 - High,Demand Planning,7-30 days,0.5169,"Prepare demand contingency and increase safety stock by approximately 1,399 units.",Protect service under adverse scenario,"P2 - High scenario exposure under Combined Stress. Primary driver: Demand Volatility. Potential lost-sales exposure is 54 units. Recommended contingency buffer is 1,399 units.",High,Prepare demand response,1
