product_id,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank,category,demand_class,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,contingency_severity,scenario_type,contingency_multiplier,lost_sales_exposure,calculated_additional_safety_stock,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,inventory_buffer_days,contingency_action,contingency_recommendation,decision_urgency,contingency_confidence,executive_contingency_decision,contingency_inventory_cost,contingency_impact_score,contingency_policy_change,severity_rank
P01207,Low,Demand Volatility,1.2,0.052,0.0542,1768.75,10246.08,21825.6,523814.4,29.0,20.6641,0.9625,0.0392,4015.0,58038.4446,7547.36,-7547.3646,1118.0,1118.0,-0.031,3.4141,Severe,Increase safety stock for demand stress,Combined Stress,0.0251,0.1579,Low,Maintain policy,58038.44,50491.08,2897.0,0.9935,1415.0,18188.0,17.25,0.3859,0.1495,0.001668,0.0012756018959665589,0.25,0.6336,High exposure,7547.364600000001,0.2,1698.0,678,21825.6,3638.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,118 units, while modeled cost increases by ₹7,547. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 283 additional units.",High,0.5633346426522984,0.5602,4,Office Supplies,Trending,0.9,1415.0,6568.0,18188.0,30.0,0.9935,0.0082,2897.0,17.25,50491.08,0.0417,0.04,High,Combined stress,0.4,1118.0,678,7246,25464,42.0,12.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 678 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1882.1724345722455,0.7444,1,2
P00419,Low,Supplier,1.2,0.494,0.1625,1748.75,10143.12,32416.8,518668.8,20.0,29.6005,0.963,0.0406,3674.0,65038.083,8457.6,-8457.603,1023.0,1023.0,-0.031,4.8905,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0286,0.1205,Low,Increase order quantity,65038.08,56580.48,2651.0,0.994,1399.0,27014.0,24.71,0.3859,0.1495,0.0475,0.03632559356019877,0.25,0.6312,High exposure,8457.602999999996,0.2,1678.8,662,32416.8,5403.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,023 units, while modeled cost increases by ₹8,458. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 280 additional units.",High,0.5609946791762759,0.5616,4,Office Supplies,Trending,0.9,1399.0,6502.0,27014.0,45.0,0.994,0.0096,2651.0,24.71,56580.48,0.125,0.38,High,Combined stress,0.4,1023.0,662,7164,37820,63.0,18.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 662 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,1386.5505945065522,0.7422,1,2
P00465,Low,Demand Volatility,1.2,0.156,0.0542,902.5,5177.64,10998.0,263952.0,29.0,20.4844,0.9551,0.0488,4281.0,48209.3632,6269.18,-6269.1832,1192.0,1192.0,-0.031,3.3844,Severe,Increase safety stock for demand stress,Combined Stress,0.0254,0.1759,Low,Maintain policy,48209.36,41940.18,3089.0,0.9861,722.0,9165.0,17.1,0.3859,0.1495,0.005004,0.0038268056878996764,0.25,0.6298,High exposure,6269.1832,0.2,866.4,408,10998.0,1833.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,192 units, while modeled cost increases by ₹6,269. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 144 additional units.",High,0.5507941315054175,0.5548,4,Accessories,Trending,0.9,722.0,3319.0,9165.0,30.0,0.9861,0.0178,3089.0,17.1,41940.18,0.0417,0.12,High,Combined stress,0.4,1192.0,408,3727,12831,42.0,12.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 408 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1867.0587495908346,0.7313,1,2
P00595,Low,Demand Volatility,1.2,0.923,0.2167,1001.25,6750.12,8462.4,203097.6,29.0,22.0057,0.9509,0.0529,4315.0,46400.0025,6033.89,-6033.8925,1202.0,1202.0,-0.031,3.6357,Severe,Increase safety stock for demand stress,Combined Stress,0.0341,0.2531,Low,Maintain policy,46400.0,40366.11,3113.0,0.9819,801.0,7052.0,18.37,0.3861,0.1495,0.1183569999999999,0.0905134374106199,0.25,0.637,High exposure,6033.892500000002,0.2,961.2,441,8462.4,1410.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,202 units, while modeled cost increases by ₹6,034. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 160 additional units.",High,0.5475206092253501,0.5668,4,Accessories,Volatile,0.9,801.0,4327.0,7052.0,30.0,0.9819,0.0219,3113.0,18.37,40366.11,0.1667,0.71,High,Combined stress,0.4,1202.0,441,4768,9873,42.0,12.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 441 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,2524.312891378332,0.7292,1,2
P01772,Low,Supplier,1.2,0.156,0.0812,1513.75,8767.2,28011.6,448185.6,20.0,29.2172,0.9619,0.0378,3716.0,60368.1745,7850.32,-7850.3245,1035.0,1035.0,-0.031,4.8272,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0256,0.1041,Low,Increase order quantity,60368.17,52517.85,2681.0,0.9929,1211.0,23343.0,24.39,0.386,0.1495,0.0075,0.005735620035820858,0.25,0.6214,High exposure,7850.324500000002,0.2,1453.2,588,28011.6,4669.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,035 units, while modeled cost increases by ₹7,850. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 242 additional units.",High,0.5488664936012909,0.5494,4,Office Supplies,Trending,0.9,1211.0,5620.0,23343.0,45.0,0.9929,0.0068,2681.0,24.39,52517.85,0.0625,0.12,High,Combined stress,0.4,1035.0,588,6208,32681,63.0,18.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 588 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,1322.9017606991388,0.7288,1,2
P00183,Low,Demand Volatility,1.2,0.572,0.2438,955.0,5484.96,17482.8,279724.8,20.0,29.4089,0.9567,0.0447,4017.0,52046.4051,6768.16,-6768.1551,1119.0,1119.0,-0.031,4.8589,Severe,Increase safety stock for demand stress,Combined Stress,0.0313,0.1401,Low,Increase order quantity,52046.41,45278.25,2898.0,0.9877,764.0,14569.0,24.55,0.3861,0.1495,0.0825,0.06309182039402944,0.25,0.6282,High exposure,6768.155100000004,0.2,916.8,418,17482.8,2914.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,119 units, while modeled cost increases by ₹6,768. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 153 additional units.",High,0.5439368601614297,0.5578,4,Accessories,Trending,0.9,764.0,3516.0,14569.0,45.0,0.9877,0.0137,2898.0,24.55,45278.25,0.1875,0.44,High,Combined stress,0.4,1119.0,418,3934,20397,63.0,18.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 418 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1299.0808222939118,0.7247,1,2
P00736,Low,Demand Volatility,1.2,0.104,0.0542,922.5,5300.88,11264.4,270345.6,29.0,20.9635,0.9566,0.0447,3927.0,45839.5279,5961.01,-5961.0079,1094.0,1094.0,-0.031,3.4635,Severe,Increase safety stock for demand stress,Combined Stress,0.0253,0.1874,Low,Maintain policy,45839.53,39878.52,2833.0,0.9876,738.0,9387.0,17.5,0.3862,0.1495,0.003336,0.0025512037919331178,0.25,0.6047,High exposure,5961.007900000004,0.2,885.6,405,11264.4,1877.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,094 units, while modeled cost increases by ₹5,961. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 148 additional units.",High,0.5169068631115532,0.5303,4,Accessories,Trending,0.9,738.0,3398.0,9387.0,30.0,0.9876,0.0137,2833.0,17.5,39878.52,0.0417,0.08,High,Combined stress,0.4,1094.0,405,3803,13142,42.0,12.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 405 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1720.5497603068072,0.6949,1,2
P01061,Low,Demand Volatility,1.2,0.364,0.1383,765.0,4405.44,4683.6,220129.2,57.0,12.1589,0.9538,0.0543,3999.0,40582.6264,5277.4,-5277.3964,1114.0,1114.0,-0.031,2.0089,Severe,Increase safety stock for demand stress,Combined Stress,0.0273,0.1912,Low,Reduce order quantity,40582.63,35305.23,2885.0,0.9848,612.0,3903.0,10.15,0.3861,0.1495,0.029792,0.02278341228095667,0.25,0.6005,High exposure,5277.396399999998,0.2,734.4,357,4683.599999999999,781.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,114 units, while modeled cost increases by ₹5,277. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 122 additional units.",High,0.5049837686966665,0.5265,4,Accessories,Trending,0.9,612.0,2824.0,3903.0,15.0,0.9848,0.0233,2885.0,10.15,35305.23,0.1064,0.28,High,Combined stress,0.4,1114.0,357,3181,5465,21.0,6.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 357 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,3229.30235972329,0.6826,1,2
P01036,Low,Supplier,1.2,0.104,0.0542,1228.75,7129.2,15190.8,364579.2,29.0,20.8318,0.9604,0.0392,3672.0,48011.3539,6243.43,-6243.4339,1023.0,1023.0,-0.031,3.4418,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0253,0.1527,Low,Maintain policy,48011.35,41767.92,2649.0,0.9914,983.0,12659.0,17.39,0.3862,0.1495,0.003336,0.0025512037919331178,0.25,0.5943,High exposure,6243.433900000004,0.2,1179.6,496,15190.8,2532.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,023 units, while modeled cost increases by ₹6,243. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 197 additional units.",High,0.5051176764970697,0.5208,4,Office Supplies,Trending,0.9,983.0,4570.0,12659.0,30.0,0.9914,0.0082,2649.0,17.39,41767.92,0.0417,0.08,High,Combined stress,0.4,1023.0,496,5066,17723,42.0,12.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 496 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,1636.53434868473,0.6822,1,2
P01108,Low,Demand Volatility,1.2,0.195,0.1106,1025.0,7101.12,8956.8,420969.6,57.0,11.1646,0.9614,0.0447,3850.0,43947.2323,5714.93,-5714.9323,1072.0,1072.0,-0.031,1.8446,Severe,Increase safety stock for demand stress,Combined Stress,0.026,0.1472,Low,Reduce order quantity,43947.23,38232.3,2778.0,0.9924,820.0,7464.0,9.32,0.3859,0.1495,0.0127649999999999,0.009762025300967099,0.25,0.5972,High exposure,5714.9323,0.2,984.0,436,8956.8,1493.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,072 units, while modeled cost increases by ₹5,715. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 164 additional units.",High,0.504835417084048,0.5231,4,Office Supplies,Stable,0.9,820.0,4552.0,7464.0,15.0,0.9924,0.0137,2778.0,9.32,38232.3,0.0851,0.15,High,Combined stress,0.4,1072.0,436,4988,10450,21.0,6.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 436 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,2233.2908360128617,0.6821,1,2
P01812,Low,Demand Volatility,1.2,0.156,0.0542,1031.25,5962.32,12693.6,304646.4,29.0,21.7781,0.959,0.0447,3562.0,44966.8319,5847.52,-5847.5219,992.0,992.0,-0.031,3.5981,Severe,Increase safety stock for demand stress,Combined Stress,0.0254,0.1759,Low,Maintain policy,44966.83,39119.31,2570.0,0.99,825.0,10578.0,18.18,0.386,0.1495,0.005004,0.0038268056878996764,0.25,0.582,High exposure,5847.5219,0.2,990.0,430,12693.6,2116.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 992 units, while modeled cost increases by ₹5,848. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 165 additional units.",High,0.4868670748673624,0.5085,4,Office Supplies,Trending,0.9,825.0,3822.0,10578.0,30.0,0.99,0.0137,2570.0,18.18,39119.31,0.0417,0.12,High,Combined stress,0.4,992.0,430,4252,14810,42.0,12.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 430 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1590.2158536585366,0.6627,1,2
P01147,Low,Supplier,1.2,0.338,0.1383,1093.75,6322.68,6729.6,316291.2,57.0,12.2667,0.9592,0.0461,3710.0,40921.4813,5321.46,-5321.4613,1033.0,1033.0,-0.031,2.0267,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0271,0.1563,Low,Reduce order quantity,40921.48,35600.02,2677.0,0.9902,875.0,5608.0,10.24,0.3859,0.1495,0.027664,0.021156025689459765,0.25,0.5843,High exposure,5321.461300000003,0.2,1050.0,454,6729.599999999999,1122.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,033 units, while modeled cost increases by ₹5,321. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 175 additional units.",High,0.4845149780641681,0.5109,4,Office Supplies,Trending,0.9,875.0,4053.0,5608.0,15.0,0.9902,0.0151,2677.0,10.24,35600.02,0.1064,0.26,High,Combined stress,0.4,1033.0,454,4507,7852,21.0,6.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 454 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,2882.0272967189726,0.6606,1,2
P00231,Low,Demand Volatility,1.2,0.0,0.0,1311.25,7594.08,24261.6,388185.6,20.0,29.4568,0.962,0.0392,3189.0,52307.3368,6802.09,-6802.0868,888.0,888.0,-0.031,4.8668,Severe,Increase safety stock for demand stress,Combined Stress,0.025,0.1364,Low,Increase order quantity,52307.34,45505.25,2301.0,0.993,1049.0,20218.0,24.59,0.3859,0.1495,0.0,0.0,0.25,0.5745,High exposure,6802.086799999997,0.2,1258.8,509,24261.6,4044.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 888 units, while modeled cost increases by ₹6,802. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 210 additional units.",High,0.4832478710139969,0.5026,4,Office Supplies,Trending,0.9,1049.0,4868.0,20218.0,45.0,0.993,0.0082,2301.0,24.59,45505.25,0.0,0.0,High,Combined stress,0.4,888.0,509,5377,28306,63.0,18.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 509 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1145.621339895143,0.6585,1,2
P01619,Low,Supplier,1.2,0.156,0.0812,851.25,5733.0,15397.2,246355.2,20.0,28.6661,0.9571,0.0474,3447.0,44736.7751,5817.61,-5817.6051,960.0,960.0,-0.031,4.7361,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0256,0.1672,Low,Increase order quantity,44736.78,38919.17,2487.0,0.9881,681.0,12831.0,23.93,0.386,0.1495,0.0075,0.005735620035820858,0.25,0.5751,High exposure,5817.605100000001,0.2,817.1999999999999,369,15397.2,2566.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 960 units, while modeled cost increases by ₹5,818. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 136 additional units.",High,0.4775863364931834,0.502,4,Personal Care,Seasonal,0.9,681.0,3675.0,12831.0,45.0,0.9881,0.0164,2487.0,23.93,38919.17,0.0625,0.12,High,Combined stress,0.4,960.0,369,4044,17964,63.0,18.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 369 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,1119.2559995323825,0.6528,1,2
P01959,Low,Demand Volatility,1.2,0.273,0.1625,1025.0,5938.92,12649.2,303580.8,29.0,20.2687,0.9591,0.0447,3502.0,43401.6665,5643.99,-5643.9865,975.0,975.0,-0.031,3.3487,Severe,Increase safety stock for demand stress,Combined Stress,0.1047,0.1321,Medium,Maintain policy,43401.67,37757.68,2527.0,0.9901,820.0,10541.0,16.92,0.3858,0.1495,0.02625,0.020074670125373003,0.25,0.577,High exposure,5643.986499999999,0.2,984.0,426,12649.2,2108.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 975 units, while modeled cost increases by ₹5,644. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 164 additional units.",High,0.4772013269711232,0.5045,4,Personal Care,Trending,0.9,820.0,3807.0,10541.0,30.0,0.9901,0.0137,2527.0,16.92,37757.68,0.125,0.21,High,Combined stress,0.4,975.0,426,4233,14758,42.0,12.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 426 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1525.9246447206149,0.6527,1,2
P00750,Low,Supplier,1.2,0.0,0.0,783.75,5289.96,14217.6,227481.6,20.0,29.6125,0.956,0.0447,3465.0,44158.5986,5742.42,-5742.4186,965.0,965.0,-0.031,4.8925,Severe,Increase inventory buffer and monitor service,Combined Stress,0.2336,0.1919,Medium,Immediate intervention,44158.6,38416.18,2500.0,0.987,627.0,11848.0,24.72,0.386,0.1495,0.0,0.0,0.25,0.5744,High exposure,5742.418599999997,0.2,752.4,348,14217.6,2370.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 965 units, while modeled cost increases by ₹5,742. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 125 additional units.",High,0.4770210713266082,0.5009,4,Personal Care,Seasonal,0.9,627.0,3391.0,11848.0,45.0,0.987,0.0137,2500.0,24.72,38416.18,0.0,0.0,High,Combined stress,0.4,965.0,348,3739,16588,63.0,18.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 348 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,1128.3618028359217,0.6521,1,2
P00759,Low,Supplier,1.2,1.027,0.2167,641.25,4314.96,5406.0,129744.0,29.0,20.9276,0.9447,0.0598,3691.0,37333.4051,4854.87,-4854.8651,1028.0,1028.0,-0.031,3.4576,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0351,0.2576,Low,Maintain policy,37333.41,32478.54,2663.0,0.9757,513.0,4505.0,17.47,0.386,0.1495,0.131693,0.10071213458364751,0.25,0.5841,High exposure,4854.865100000003,0.2,615.6,308,5406.0,901.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 1,028 units, while modeled cost increases by ₹4,855. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 103 additional units.",High,0.4714077584239383,0.5152,4,Accessories,Volatile,0.9,513.0,2766.0,4505.0,30.0,0.9757,0.0288,2663.0,17.47,32478.54,0.1667,0.79,High,Combined stress,0.4,1028.0,308,3074,6307,42.0,12.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 308 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,2220.508395116537,0.6479,1,2
P00316,Low,Supplier,1.2,0.0,0.0,1328.75,7697.04,24590.4,393446.4,20.0,29.8281,0.9624,0.0378,3060.0,51909.9964,6750.42,-6750.4164,852.0,852.0,-0.031,4.9281,Severe,Increase inventory buffer and monitor service,Combined Stress,0.0995,0.1469,Medium,Immediate intervention,51910.0,45159.58,2208.0,0.9934,1063.0,20492.0,24.9,0.3859,0.1495,0.0,0.0,0.25,0.5663,High exposure,6750.416400000002,0.2,1275.6,511,24590.4,4098.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 852 units, while modeled cost increases by ₹6,750. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 213 additional units.",High,0.4723524371574698,0.4947,4,Office Supplies,Trending,0.9,1063.0,4934.0,20492.0,45.0,0.9934,0.0068,2208.0,24.9,45159.58,0.0,0.0,High,Combined stress,0.4,852.0,511,5445,28689,63.0,18.0,Prepare alternate supplier and increase inventory buffer,HIGH PRIORITY: Prepare alternate supplier and increase inventory buffer. Prepare approximately 511 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Prepare alternate supplier and increase inventory buffer. Prepare the recommended buffer before Combined Stress conditions materialize.,1126.124603747804,0.6468,1,2
P00870,Low,Demand Volatility,1.2,0.65,0.2438,1216.25,8149.44,15304.8,244876.8,20.0,29.5406,0.9573,0.0447,3360.0,44393.6441,5772.98,-5772.9841,936.0,936.0,-0.031,4.8806,Severe,Increase safety stock for demand stress,Combined Stress,0.0322,0.1081,Low,Increase order quantity,44393.64,38620.66,2424.0,0.9883,973.0,12754.0,24.66,0.3861,0.1495,0.09375,0.07169525044776073,0.25,0.576,High exposure,5772.984099999994,0.2,1167.6,483,15304.8,2551.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 936 units, while modeled cost increases by ₹5,773. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 195 additional units.",High,0.4700659601130766,0.5071,4,Accessories,Volatile,0.9,973.0,5224.0,12754.0,45.0,0.9883,0.0137,2424.0,24.66,38620.66,0.1875,0.5,High,Combined stress,0.4,936.0,483,5707,17856,63.0,18.0,Increase safety stock for demand stress,HIGH PRIORITY: Increase safety stock for demand stress. Prepare approximately 483 additional units of contingency safety stock.,High,High,HIGH PRIORITY CONTINGENCY DECISION: Increase safety stock for demand stress. Prepare the recommended buffer before Combined Stress conditions materialize.,1462.58262349067,0.6458,1,2
