product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,scenario_opportunity_score,opportunity_class
P01914,Home Appliances,Seasonal,Low,Supplier,1.0,0.403,0.1625,77.05,465.4,1248.0,19968.0,16.0,33.8163,0.9738,0.0278,116.0,3185.7723,317.3223,-317.3223,11.0,11.0,-0.021,8.2463,High,Increase inventory protection,Supplier Disruption,0.0851812842555,Low exposure
P00176,Electronics,Seasonal,Low,Supplier,1.0,0.0,0.0,36.8,218.4,388.0,9312.0,24.0,23.3553,0.9635,0.0374,161.0,2795.2099,278.4199,-278.4199,15.0,15.0,-0.021,5.6953,High,Increase inventory protection,Supplier Disruption,0.08518081973249726,Low exposure
P00682,Home Appliances,Stable,Low,Demand Volatility,1.0,0.156,0.0812,57.5,352.3,1324.0,21184.0,16.0,32.0574,0.9742,0.0292,115.0,3183.3511,317.0811,-317.0811,11.0,11.0,-0.021,7.8174,High,Increase inventory protection,Supplier Disruption,0.08517549587155979,Low exposure
P01170,Home Appliances,Stable,Low,Demand Volatility,1.2,0.0,0.0,60.0,410.28,1034.4,24825.6,29.0,20.3406,0.9673,0.0337,49.0,2213.713,287.873,-287.873,14.0,14.0,-0.031,3.3606,Severe,Immediate contingency planning,Combined Stress,0.0851743963332989,Low exposure
P01741,Accessories,Stable,Low,Demand Volatility,1.0,0.104,0.0542,111.55,696.8,1757.0,42168.0,24.0,22.4296,0.9775,0.0224,70.0,3572.6807,355.8607,-355.8607,7.0,7.0,-0.021,5.4696,High,Increase inventory protection,Supplier Disruption,0.08517301340638732,Low exposure
P01738,Electronics,Trending,Low,Supplier,1.0,0.052,0.0542,81.65,421.2,894.0,21456.0,24.0,22.4957,0.9737,0.032,128.0,3080.9737,306.8837,-306.8837,12.0,12.0,-0.021,5.4857,High,Increase inventory protection,Supplier Disruption,0.0851640573546441,Low exposure
P01866,Accessories,Volatile,Low,Supplier,1.2,0.92,0.25,115.5,678.0,1104.0,26496.0,29.0,17.325,0.985,0.0168,141.0,3020.278,141.5381,-141.5381,29.0,29.0,-0.01,-1.575,Severe,Immediate contingency planning,Demand Surge,0.085161833549822,Low exposure
P01776,Home Appliances,Seasonal,Low,Supplier,1.2,0.06,0.0625,71.5,415.2,1447.2,23155.2,20.0,23.0083,0.9842,0.0168,142.0,3016.7004,141.3704,-141.3704,29.0,29.0,-0.01,-2.0917,Severe,Immediate contingency planning,Demand Surge,0.08515780903909739,Low exposure
P01296,Electronics,Trending,Low,Demand Volatility,1.2,0.65,0.2438,31.25,180.96,578.4,9254.4,20.0,29.2891,0.9621,0.0378,75.0,1682.7455,218.8255,-218.8255,21.0,21.0,-0.031,4.8391,Severe,Immediate contingency planning,Combined Stress,0.08515034588832056,Low exposure
P01974,Personal Care,Stable,Low,Demand Volatility,1.2,0.0,0.0,298.1,1806.0,8884.8,142156.8,20.0,22.8158,0.99,0.01,0.0,9014.1148,422.4248,-422.4248,0.0,0.0,-0.01,-2.0742,Low,Current policy remains resilient,Demand Surge,0.0851374665351254,Low exposure
P01592,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,67.5,468.0,1768.8,28300.8,20.0,29.2411,0.968,0.0337,33.0,2573.6264,334.6764,-334.6764,9.0,9.0,-0.031,4.8311,Severe,Immediate contingency planning,Combined Stress,0.08513118973440999,Low exposure
P01195,Electronics,Volatile,Low,Demand Volatility,1.0,0.728,0.1625,90.85,547.3,1027.0,16432.0,16.0,33.9221,0.9719,0.0292,131.0,3066.5467,305.4467,-305.4467,12.0,12.0,-0.021,8.2721,High,Increase inventory protection,Supplier Disruption,0.08512957183340819,Low exposure
P01129,Home Appliances,Volatile,Low,Supplier,1.2,0.25,0.0625,62.7,369.6,902.4,14438.4,20.0,23.3017,0.9802,0.021,151.0,2570.1751,120.4451,-120.4451,31.0,31.0,-0.01,-2.1183,Severe,Immediate contingency planning,Demand Surge,0.08512220092035604,Low exposure
P00996,Electronics,Stable,Low,Supplier,1.2,0.21,0.2083,49.5,289.2,938.4,22521.6,29.0,15.455,0.9839,0.0196,146.0,2768.8453,129.7553,-129.7553,30.0,30.0,-0.01,-1.405,Severe,Immediate contingency planning,Demand Surge,0.08511234816765412,Low exposure
P01459,Electronics,Stable,Low,Demand Volatility,1.0,0.156,0.1625,49.45,301.6,1135.0,18160.0,16.0,32.0838,0.9729,0.0265,125.0,3058.839,304.679,-304.679,12.0,12.0,-0.021,7.8238,High,Increase inventory protection,Supplier Disruption,0.08511114835765815,Low exposure
P01351,Accessories,Stable,Low,Supplier,1.2,0.0,0.0,225.5,1354.8,6651.6,106425.6,20.0,22.4675,0.9896,0.0114,44.0,7121.8063,333.7463,-333.7463,9.0,9.0,-0.01,-2.0425,Severe,Immediate contingency planning,Demand Surge,0.08510886893879306,Low exposure
P00709,Home Appliances,Seasonal,Low,Supplier,1.2,0.38,0.125,57.2,331.2,1149.6,18393.6,20.0,23.3383,0.9826,0.0182,145.0,2763.6834,129.5134,-129.5134,30.0,30.0,-0.01,-2.1217,Severe,Immediate contingency planning,Demand Surge,0.08510654298492136,Low exposure
P01588,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.247,0.0812,25.0,166.92,446.4,7142.4,20.0,29.3969,0.9594,0.042,80.0,1592.8333,207.1333,-207.1333,22.0,22.0,-0.031,4.8569,Severe,Immediate contingency planning,Combined Stress,0.0851030347498715,Low exposure
P01673,Accessories,Stable,Low,Demand Volatility,1.2,0.104,0.0542,125.0,861.12,2169.6,52070.4,29.0,20.3406,0.9689,0.0324,6.0,3087.7654,401.5354,-401.5354,2.0,2.0,-0.031,3.3606,Severe,Immediate contingency planning,Combined Stress,0.08510271995445806,Low exposure
P00658,Home Appliances,Seasonal,Low,Supplier,1.2,0.403,0.1625,35.0,235.56,632.4,10118.4,20.0,30.9182,0.963,0.0378,71.0,1740.7942,226.3742,-226.3742,20.0,20.0,-0.031,5.1082,Severe,Immediate contingency planning,Combined Stress,0.08509822017413146,Low exposure
P01289,Electronics,Trending,Low,Demand Volatility,1.2,0.494,0.2167,41.25,237.12,505.2,12124.8,29.0,21.251,0.9643,0.0378,67.0,1814.1885,235.9185,-235.9185,19.0,19.0,-0.031,3.511,Severe,Immediate contingency planning,Combined Stress,0.08509398541761697,Low exposure
P01096,Electronics,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,62.7,360.0,832.8,19987.2,29.0,16.8392,0.9831,0.0196,147.0,2748.8167,128.8167,-128.8167,30.0,30.0,-0.01,-1.5308,Severe,Immediate contingency planning,Demand Surge,0.08508982338669933,Low exposure
P01142,Home Appliances,Seasonal,Low,Supplier,1.0,0.221,0.1083,48.3,291.2,519.0,12456.0,24.0,23.2231,0.9682,0.0347,150.0,2851.7296,284.0496,-284.0496,14.0,14.0,-0.021,5.6631,High,Increase inventory protection,Supplier Disruption,0.08508264132850184,Low exposure
P00580,Home Appliances,Volatile,Low,Supplier,1.0,0.975,0.2438,63.25,384.8,722.0,11552.0,16.0,33.5783,0.9675,0.0347,149.0,2849.0197,283.7797,-283.7797,14.0,14.0,-0.021,8.1883,High,Increase inventory protection,Supplier Disruption,0.0850761641940679,Low exposure
P00515,Electronics,Trending,Low,Demand Volatility,1.0,0.0,0.0,86.25,447.2,1423.0,22768.0,16.0,32.5335,0.9748,0.0265,106.0,3238.2271,322.5471,-322.5471,10.0,10.0,-0.021,7.9335,High,Increase inventory protection,Supplier Disruption,0.08507338894993992,Low exposure
P01696,Electronics,Volatile,Low,Demand Volatility,1.2,0.325,0.0812,63.75,422.76,790.8,12652.8,20.0,31.2896,0.9646,0.0378,65.0,1879.249,244.379,-244.379,18.0,18.0,-0.031,5.1696,Severe,Immediate contingency planning,Combined Stress,0.08506374133061154,Low exposure
P00584,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.403,0.2438,64.4,386.1,1032.0,16512.0,16.0,33.327,0.972,0.0292,130.0,3038.2369,302.6269,-302.6269,12.0,12.0,-0.021,8.127,High,Increase inventory protection,Supplier Disruption,0.08506190149744366,Low exposure
P00259,Personal Care,Stable,Low,Supplier,1.2,0.08,0.0417,330.0,1998.0,6552.0,157248.0,29.0,15.8033,0.9898,0.0114,33.0,7486.591,350.841,-350.841,7.0,7.0,-0.01,-1.4367,Severe,Immediate contingency planning,Demand Surge,0.08505254926515705,Low exposure
P00571,Personal Care,Stable,Low,Supplier,1.0,0.0,0.0,127.65,802.1,2022.0,48528.0,24.0,22.1254,0.978,0.0224,54.0,3715.2739,370.0639,-370.0639,5.0,5.0,-0.021,5.3954,High,Increase inventory protection,Supplier Disruption,0.08504730272046625,Low exposure
P01813,Home Appliances,Stable,Low,Demand Volatility,1.0,0.156,0.1083,55.2,339.3,853.0,20472.0,24.0,22.866,0.9735,0.0292,126.0,3024.7539,301.2839,-301.2839,12.0,12.0,-0.021,5.576,High,Increase inventory protection,Supplier Disruption,0.08502967181406174,Low exposure
P00260,Electronics,Volatile,Low,Supplier,1.2,0.25,0.0625,73.7,429.6,1046.4,16742.4,20.0,23.8425,0.9818,0.0196,146.0,2694.837,126.287,-126.287,30.0,30.0,-0.01,-2.1675,Severe,Immediate contingency planning,Demand Surge,0.08502911495032461,Low exposure
P01413,Home Appliances,Seasonal,Low,Supplier,1.0,0.0,0.0,31.05,187.2,334.0,8016.0,24.0,23.1702,0.9609,0.0402,162.0,2731.7266,272.0966,-272.0966,15.0,15.0,-0.021,5.6502,High,Increase inventory protection,Supplier Disruption,0.08502907143992174,Low exposure
P00392,Home Appliances,Seasonal,Low,Supplier,1.0,0.0,0.0,52.9,318.5,568.0,13632.0,24.0,22.9454,0.9697,0.032,143.0,2828.9285,281.7785,-281.7785,14.0,14.0,-0.021,5.5954,High,Increase inventory protection,Supplier Disruption,0.08502813884605306,Low exposure
P01459,Electronics,Stable,Low,Demand Volatility,1.2,0.12,0.125,47.3,278.4,1362.0,21792.0,20.0,22.2383,0.9839,0.0155,142.0,2889.5729,135.4129,-135.4129,29.0,29.0,-0.01,-2.0217,Severe,Immediate contingency planning,Demand Surge,0.08501483931553237,Low exposure
P01258,Personal Care,Seasonal,Low,Supplier,1.0,0.104,0.0542,77.05,470.6,843.0,20232.0,24.0,23.2231,0.9735,0.0278,125.0,3017.6014,300.5714,-300.5714,12.0,12.0,-0.021,5.6631,High,Increase inventory protection,Supplier Disruption,0.08501257304309404,Low exposure
P01722,Electronics,Trending,Low,Supplier,1.2,0.12,0.125,39.6,200.4,832.8,13324.8,20.0,21.9083,0.9792,0.0196,152.0,2462.4466,115.3966,-115.3966,31.0,31.0,-0.01,-1.9917,Severe,Immediate contingency planning,Demand Surge,0.08500104562880455,Low exposure
P00256,Personal Care,Stable,Low,Supplier,1.2,0.12,0.0625,207.9,1256.4,6176.4,98822.4,20.0,21.9542,0.9895,0.0127,52.0,6599.038,309.248,-309.248,11.0,11.0,-0.01,-1.9958,Severe,Immediate contingency planning,Demand Surge,0.08498751498332525,Low exposure
P00193,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,328.9,1970.4,6445.2,154684.8,29.0,15.8583,0.9898,0.0114,35.0,7423.7669,347.8969,-347.8969,7.0,7.0,-0.01,-1.4417,Severe,Immediate contingency planning,Demand Surge,0.08498189594360475,Low exposure
P01848,Electronics,Volatile,Low,Demand Volatility,1.0,0.897,0.325,77.05,464.1,871.0,13936.0,16.0,34.0411,0.9704,0.032,135.0,2906.2613,289.4813,-289.4813,13.0,13.0,-0.021,8.3011,High,Increase inventory protection,Supplier Disruption,0.08497971126604802,Low exposure
P01258,Personal Care,Seasonal,Low,Supplier,1.2,0.08,0.0417,73.7,434.4,1011.6,24278.4,29.0,16.0967,0.9845,0.0168,142.0,2850.6173,133.5873,-133.5873,29.0,29.0,-0.01,-1.4633,Severe,Immediate contingency planning,Demand Surge,0.08497102806461498,Low exposure
P00935,Electronics,Stable,Low,Demand Volatility,1.2,0.0,0.0,36.25,240.24,900.0,14400.0,20.0,30.2953,0.9655,0.0351,60.0,1923.5729,250.1429,-250.1429,17.0,17.0,-0.031,5.0053,Severe,Immediate contingency planning,Combined Stress,0.08496878349512679,Low exposure
P00190,Electronics,Trending,Low,Demand Volatility,1.2,0.247,0.0812,77.5,446.16,1423.2,22771.2,20.0,29.0375,0.9673,0.0351,44.0,2295.7628,298.5428,-298.5428,12.0,12.0,-0.031,4.7975,Severe,Immediate contingency planning,Combined Stress,0.08496389014234305,Low exposure
P01056,Home Appliances,Volatile,Low,Supplier,1.2,0.25,0.0625,104.5,609.6,1486.8,23788.8,20.0,23.5767,0.9846,0.0155,137.0,3049.1196,142.8896,-142.8896,28.0,28.0,-0.01,-2.1433,Severe,Immediate contingency planning,Demand Surge,0.08496098572554023,Low exposure
P00876,Electronics,Stable,Low,Demand Volatility,1.2,0.12,0.0833,41.8,244.8,796.8,19123.2,29.0,15.3083,0.9828,0.0182,147.0,2633.1146,123.3946,-123.3946,30.0,30.0,-0.01,-1.3917,Severe,Immediate contingency planning,Demand Surge,0.084959702339592,Low exposure
P00899,Electronics,Seasonal,Low,Supplier,1.0,0.078,0.0812,55.2,331.5,886.0,14176.0,16.0,33.2344,0.9705,0.0306,135.0,2897.8427,288.6427,-288.6427,13.0,13.0,-0.021,8.1044,High,Increase inventory protection,Supplier Disruption,0.08495958631259747,Low exposure
P01593,Electronics,Seasonal,Low,Supplier,1.0,0.078,0.0812,46.0,275.6,738.0,11808.0,16.0,32.6525,0.9681,0.032,145.0,2798.464,278.744,-278.744,14.0,14.0,-0.021,7.9625,High,Increase inventory protection,Supplier Disruption,0.08495531608043695,Low exposure
P01882,Accessories,Stable,Low,Demand Volatility,1.0,0.0,0.0,78.2,486.2,1839.0,29424.0,16.0,33.4196,0.9768,0.0251,74.0,3481.5761,346.7861,-346.7861,7.0,7.0,-0.021,8.1496,High,Increase inventory protection,Supplier Disruption,0.08495523865968767,Low exposure
P00727,Electronics,Seasonal,Low,Demand Volatility,1.0,0.325,0.0812,78.2,466.7,1246.0,19936.0,16.0,32.4541,0.974,0.0278,113.0,3085.9604,307.3804,-307.3804,11.0,11.0,-0.021,7.9141,High,Increase inventory protection,Supplier Disruption,0.0849426958048561,Low exposure
P00690,Electronics,Trending,Low,Demand Volatility,1.0,0.546,0.325,86.25,449.8,955.0,22920.0,24.0,23.8447,0.9746,0.0278,114.0,3085.6494,307.3494,-307.3494,11.0,11.0,-0.021,5.8147,High,Increase inventory protection,Supplier Disruption,0.08494195185832978,Low exposure
P00740,Home Appliances,Stable,Low,Demand Volatility,1.2,0.221,0.1083,38.75,263.64,663.6,15926.4,29.0,20.3167,0.9657,0.0378,61.0,1914.1472,248.9172,-248.9172,17.0,17.0,-0.031,3.3567,Severe,Immediate contingency planning,Combined Stress,0.08493936880940733,Low exposure
P00834,Electronics,Stable,Low,Demand Volatility,1.2,0.104,0.1083,32.5,218.4,548.4,13161.6,29.0,20.8318,0.9648,0.0365,65.0,1838.9138,239.1338,-239.1338,18.0,18.0,-0.031,3.4418,Severe,Immediate contingency planning,Combined Stress,0.0849378655783592,Low exposure
P01211,Home Appliances,Seasonal,Low,Supplier,1.0,0.0,0.0,73.6,444.6,1193.0,19088.0,16.0,33.0757,0.9736,0.0278,116.0,3083.306,307.116,-307.116,11.0,11.0,-0.021,8.0657,High,Increase inventory protection,Supplier Disruption,0.08493635066093488,Low exposure
P00387,Home Appliances,Seasonal,Low,Supplier,1.2,0.403,0.2438,43.75,291.72,783.6,12537.6,20.0,30.499,0.9647,0.0365,64.0,1837.7643,238.9843,-238.9843,18.0,18.0,-0.031,5.039,Severe,Immediate contingency planning,Combined Stress,0.08493427783624036,Low exposure
P01708,Electronics,Trending,Low,Demand Volatility,1.2,0.156,0.0542,30.0,170.04,358.8,8611.2,29.0,20.1969,0.9617,0.042,73.0,1684.9755,219.1155,-219.1155,20.0,20.0,-0.031,3.3369,Severe,Immediate contingency planning,Combined Stress,0.08492402389508129,Low exposure
P00109,Electronics,Seasonal,Low,Demand Volatility,1.0,0.247,0.1625,41.4,249.6,670.0,10720.0,16.0,32.7054,0.9664,0.0347,151.0,2783.6039,277.2639,-277.2639,14.0,14.0,-0.021,7.9754,High,Increase inventory protection,Supplier Disruption,0.0849197962335467,Low exposure
P01843,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,45.0,296.4,793.2,12691.2,20.0,29.6484,0.9647,0.0351,64.0,1824.2234,237.2234,-237.2234,18.0,18.0,-0.031,4.8984,Severe,Immediate contingency planning,Combined Stress,0.08489201927371823,Low exposure
P01222,Electronics,Trending,Low,Demand Volatility,1.2,0.156,0.0812,73.75,422.76,1348.8,21580.8,20.0,30.3552,0.9673,0.0324,43.0,2271.0835,295.3335,-295.3335,12.0,12.0,-0.031,5.0152,Severe,Immediate contingency planning,Combined Stress,0.08488687247824953,Low exposure
P00054,Accessories,Trending,Low,Supplier,1.2,0.403,0.1625,58.75,338.52,1082.4,17318.4,20.0,29.5766,0.9663,0.0351,54.0,2046.2453,266.0953,-266.0953,15.0,15.0,-0.031,4.8866,Severe,Immediate contingency planning,Combined Stress,0.08488505059190986,Low exposure
P00791,Electronics,Stable,Low,Demand Volatility,1.2,0.04,0.0417,37.4,219.6,716.4,17193.6,29.0,15.8675,0.9821,0.0196,145.0,2558.6028,119.9028,-119.9028,30.0,30.0,-0.01,-1.4425,Severe,Immediate contingency planning,Demand Surge,0.084875905162799,Low exposure
P00671,Electronics,Volatile,Low,Supplier,1.2,0.325,0.1083,58.75,386.88,481.2,11548.8,29.0,23.2396,0.9643,0.0378,64.0,1815.338,236.068,-236.068,18.0,18.0,-0.031,3.8396,Severe,Immediate contingency planning,Combined Stress,0.08486429166673426,Low exposure
P01820,Home Appliances,Seasonal,Low,Supplier,1.0,0.403,0.1625,79.35,475.8,1274.0,20384.0,16.0,33.9882,0.9743,0.0278,108.0,3148.322,313.592,-313.592,10.0,10.0,-0.021,8.2882,High,Increase inventory protection,Supplier Disruption,0.08485848199710783,Low exposure
P00006,Electronics,Volatile,Low,Demand Volatility,1.0,0.0,0.0,71.3,429.0,805.0,12880.0,16.0,33.6708,0.9693,0.0333,139.0,2855.1059,284.3859,-284.3859,13.0,13.0,-0.021,8.2108,High,Increase inventory protection,Supplier Disruption,0.08485743045539704,Low exposure
P01609,Electronics,Trending,Low,Supplier,1.2,0.12,0.0625,58.3,290.4,1201.2,19219.2,20.0,22.6508,0.9831,0.0196,141.0,2748.46,128.8,-128.8,29.0,29.0,-0.01,-2.0592,Severe,Immediate contingency planning,Demand Surge,0.08485614112250457,Low exposure
P00401,Electronics,Trending,Low,Demand Volatility,1.0,0.156,0.1083,57.5,299.0,634.0,15216.0,24.0,23.4744,0.9711,0.0292,135.0,2854.173,284.293,-284.293,13.0,13.0,-0.021,5.7244,High,Increase inventory protection,Supplier Disruption,0.0848552010156456,Low exposure
P01733,Personal Care,Stable,Low,Supplier,1.0,0.247,0.1625,71.3,445.9,1689.0,27024.0,16.0,32.5203,0.9762,0.0251,84.0,3337.9834,332.4834,-332.4834,8.0,8.0,-0.021,7.9303,High,Increase inventory protection,Supplier Disruption,0.08484528002424048,Low exposure
P01763,Electronics,Volatile,Low,Supplier,1.0,1.144,0.325,98.9,594.1,1114.0,17824.0,16.0,34.6759,0.9732,0.0278,115.0,3041.5687,302.9587,-302.9587,11.0,11.0,-0.021,8.4559,High,Increase inventory protection,Supplier Disruption,0.08483658263210117,Low exposure
P00567,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.5,0.125,45.1,264.0,645.6,10329.6,20.0,23.2833,0.9762,0.0223,151.0,2315.8046,108.5246,-108.5246,31.0,31.0,-0.01,-2.1167,Severe,Immediate contingency planning,Demand Surge,0.08483612948271327,Low exposure
P01544,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.429,0.1625,31.05,184.6,329.0,7896.0,24.0,22.5751,0.9614,0.0388,156.0,2647.8966,263.7466,-263.7466,15.0,15.0,-0.021,5.5051,High,Increase inventory protection,Supplier Disruption,0.0848286858433178,Low exposure
P01001,Electronics,Seasonal,Low,Demand Volatility,1.0,0.0,0.0,78.2,471.9,1262.0,20192.0,16.0,33.5386,0.9741,0.0278,110.0,3135.3499,312.2999,-312.2999,10.0,10.0,-0.021,8.1786,Moderate,Monitor and prepare response,Supplier Disruption,0.08482747382592556,Low exposure
P00714,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.403,0.0812,86.25,580.32,1090.8,17452.8,20.0,31.7089,0.9666,0.0351,50.0,2102.087,273.357,-273.357,14.0,14.0,-0.031,5.2389,Severe,Immediate contingency planning,Combined Stress,0.0848260373727836,Low exposure
P01183,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.04,0.0417,100.1,591.6,1376.4,33033.6,29.0,16.1608,0.9863,0.0168,131.0,3135.3506,146.9306,-146.9306,27.0,27.0,-0.01,-1.4692,Severe,Immediate contingency planning,Demand Surge,0.08482468126198496,Low exposure
P01399,Personal Care,Stable,Low,Supplier,1.0,0.0,0.0,85.1,530.4,1335.0,32040.0,24.0,21.98,0.9764,0.0251,92.0,3231.208,321.8479,-321.8479,9.0,9.0,-0.021,5.3599,High,Increase inventory protection,Supplier Disruption,0.08482332786302872,Low exposure
P00469,Electronics,Volatile,Low,Demand Volatility,1.2,0.31,0.0625,79.2,459.6,1118.4,17894.4,20.0,23.7783,0.9827,0.0182,140.0,2711.7601,127.0801,-127.0801,29.0,29.0,-0.01,-2.1617,Severe,Immediate contingency planning,Demand Surge,0.08481486648925916,Low exposure
P01501,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,184.8,1088.4,3802.8,60844.8,20.0,22.1742,0.9885,0.0141,94.0,4781.3882,224.0682,-224.0682,19.0,19.0,-0.01,-2.0158,Severe,Immediate contingency planning,Demand Surge,0.08480959865888217,Low exposure
P00152,Electronics,Stable,Low,Supplier,1.2,0.08,0.0833,34.1,202.8,663.6,15926.4,29.0,15.9775,0.9815,0.0182,144.0,2499.4193,117.1293,-117.1293,30.0,30.0,-0.01,-1.4525,Severe,Immediate contingency planning,Demand Surge,0.08480934594696894,Low exposure
P01444,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.04,0.0417,29.7,172.8,400.8,9619.2,29.0,15.7667,0.9752,0.0264,151.0,2290.3308,107.3308,-107.3308,31.0,31.0,-0.01,-1.4333,Severe,Immediate contingency planning,Demand Surge,0.08480748034196767,Low exposure
P00996,Electronics,Stable,Low,Supplier,1.0,0.273,0.2708,51.75,313.3,782.0,18768.0,24.0,22.2973,0.9729,0.0306,128.0,2931.0393,291.9493,-291.9493,12.0,12.0,-0.021,5.4373,High,Increase inventory protection,Supplier Disruption,0.08480565751585106,Low exposure
P01306,Accessories,Stable,Low,Supplier,1.0,0.104,0.1083,60.95,378.3,952.0,22848.0,24.0,22.4296,0.9745,0.0306,116.0,3028.219,301.629,-301.629,11.0,11.0,-0.021,5.4696,High,Increase inventory protection,Supplier Disruption,0.08480467212577732,Low exposure
P01983,Personal Care,Stable,Low,Demand Volatility,1.0,0.325,0.2438,109.25,682.5,2579.0,41264.0,16.0,32.1764,0.9784,0.0224,27.0,3808.2887,379.3287,-379.3287,3.0,3.0,-0.021,7.8464,High,Increase inventory protection,Supplier Disruption,0.08480307895307584,Low exposure
P00709,Home Appliances,Seasonal,Low,Supplier,1.0,0.494,0.1625,59.8,358.8,958.0,15328.0,16.0,33.6708,0.9716,0.0292,127.0,2925.5751,291.4051,-291.4051,12.0,12.0,-0.021,8.2108,High,Increase inventory protection,Supplier Disruption,0.084792597654573,Low exposure
P00207,Electronics,Seasonal,Low,Demand Volatility,1.2,0.75,0.25,31.9,182.4,634.8,10156.8,20.0,21.7342,0.9759,0.0251,152.0,2273.817,106.557,-106.557,31.0,31.0,-0.01,-1.9758,Severe,Immediate contingency planning,Demand Surge,0.08478891047673986,Low exposure
P01069,Home Appliances,Volatile,Low,Supplier,1.0,1.144,0.325,69.0,417.3,784.0,12544.0,16.0,34.385,0.9693,0.0306,136.0,2817.0004,280.5904,-280.5904,13.0,13.0,-0.021,8.385,High,Increase inventory protection,Supplier Disruption,0.08476634500247365,Low exposure
P01096,Electronics,Seasonal,Low,Demand Volatility,1.0,0.0,0.0,65.55,390.0,694.0,16656.0,24.0,24.2943,0.9721,0.0306,129.0,2909.8375,289.8375,-289.8375,12.0,12.0,-0.021,5.9243,High,Increase inventory protection,Supplier Disruption,0.08475497795861656,Low exposure
P01609,Electronics,Trending,Low,Supplier,1.0,0.156,0.0812,60.95,314.6,1001.0,16016.0,16.0,32.679,0.9721,0.0306,124.0,2909.4599,289.7999,-289.7999,12.0,12.0,-0.021,7.969,High,Increase inventory protection,Supplier Disruption,0.08475407562347496,Low exposure
P01910,Electronics,Stable,Low,Supplier,1.2,0.156,0.1625,42.5,283.92,1066.8,17068.8,20.0,28.5583,0.9662,0.0365,55.0,2002.4157,260.3957,-260.3957,15.0,15.0,-0.031,4.7183,Severe,Immediate contingency planning,Combined Stress,0.08474827002347826,Low exposure
P00816,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,289.3,1752.0,8619.6,137913.6,20.0,22.5042,0.99,0.01,0.0,8643.6435,405.0635,-405.0635,0.0,0.0,-0.01,-2.0458,Low,Current policy remains resilient,Demand Surge,0.084720825282632,Low exposure
P01160,Electronics,Trending,Low,Supplier,1.2,0.0,0.0,87.5,505.44,1611.6,25785.6,20.0,29.9719,0.9679,0.0324,32.0,2440.1374,317.3174,-317.3174,9.0,9.0,-0.031,4.9519,Severe,Immediate contingency planning,Combined Stress,0.0847146036779492,Low exposure
P00165,Electronics,Seasonal,Low,Supplier,1.2,0.403,0.1625,36.25,237.12,632.4,10118.4,20.0,30.2953,0.9634,0.0378,67.0,1691.9644,220.0244,-220.0244,19.0,19.0,-0.031,5.0053,Severe,Immediate contingency planning,Combined Stress,0.08471255443426576,Low exposure
P00398,Home Appliances,Seasonal,Low,Supplier,1.0,0.806,0.2438,73.6,444.6,1190.0,19040.0,16.0,31.8855,0.9738,0.0278,112.0,2982.7833,297.1033,-297.1033,11.0,11.0,-0.021,7.7755,High,Increase inventory protection,Supplier Disruption,0.08469606313241798,Low exposure
P00927,Home Appliances,Volatile,Low,Demand Volatility,1.0,1.053,0.2438,54.05,327.6,614.0,9824.0,16.0,32.8641,0.9656,0.0388,148.0,2686.0799,267.5499,-267.5499,14.0,14.0,-0.021,8.0141,High,Increase inventory protection,Supplier Disruption,0.08468667698978496,Low exposure
P01914,Home Appliances,Seasonal,Low,Supplier,1.2,0.31,0.125,73.7,429.6,1497.6,23961.6,20.0,23.4392,0.9848,0.0168,132.0,3009.4821,141.0321,-141.0321,27.0,27.0,-0.01,-2.1308,Severe,Immediate contingency planning,Demand Surge,0.08468312743664744,Low exposure
P01791,Electronics,Seasonal,Low,Supplier,1.2,0.12,0.0833,56.1,324.0,751.2,18028.8,29.0,16.7292,0.9827,0.0182,140.0,2593.1098,121.5198,-121.5198,29.0,29.0,-0.01,-1.5208,Severe,Immediate contingency planning,Demand Surge,0.08468142888054098,Low exposure
P00682,Home Appliances,Stable,Low,Demand Volatility,1.2,0.12,0.0625,55.0,325.2,1588.8,25420.8,20.0,22.22,0.9852,0.0182,131.0,3007.1949,140.9249,-140.9249,27.0,27.0,-0.01,-2.02,Severe,Immediate contingency planning,Demand Surge,0.08468055482156289,Low exposure
