product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario
P01053,Accessories,Stable,Low,Supplier,1.2,0.0,0.0,515.0,3538.08,8908.8,213811.2,29.0,20.6281,0.9677,0.0324,327.0,13200.1705,1716.5605,-1716.5605,91.0,91.0,-0.031,3.4081,Severe,Immediate contingency planning,Combined Stress
P01054,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.092,0.2653,1306.25,3588.0,1221.6,59858.4,59.0,25.9828,0.969,0.031,0.0,4792.0177,623.1577,-623.1577,0.0,0.0,-0.031,4.2928,Low,Current policy remains resilient,Combined Stress
P01055,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.0812,860.0,4935.84,15729.6,251673.6,20.0,30.1516,0.969,0.031,0.0,17315.8231,2251.7631,-2251.7631,0.0,0.0,-0.031,4.9816,Low,Current policy remains resilient,Combined Stress
P01056,Home Appliances,Volatile,Low,Supplier,1.2,0.325,0.0812,118.75,792.48,1486.8,23788.8,20.0,30.8104,0.9636,0.0365,151.0,3340.6508,434.4208,-434.4208,42.0,42.0,-0.031,5.0904,Severe,Immediate contingency planning,Combined Stress
P01057,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.767,0.1529,1102.5,3157.44,3333.6,56671.2,21.0,42.4302,0.969,0.031,0.0,5515.9252,717.2952,-717.2952,0.0,0.0,-0.031,7.0102,Low,Current policy remains resilient,Combined Stress
P01058,Home Appliances,Stable,Low,Demand Volatility,1.2,0.0,0.0,8.75,62.4,237.6,3801.6,20.0,28.5104,0.9656,0.0365,15.0,827.1767,107.5667,-107.5667,4.0,4.0,-0.031,4.7104,Severe,Immediate contingency planning,Combined Stress
P01059,Personal Care,Seasonal,Low,Supplier,1.2,0.0,0.0,687.5,4628.52,12429.6,198873.6,20.0,30.9182,0.968,0.0324,229.0,16015.6358,2082.6858,-2082.6858,64.0,64.0,-0.031,5.1082,Severe,Immediate contingency planning,Combined Stress
P01060,Personal Care,Seasonal,Low,Supplier,1.2,0.247,0.0812,338.75,2280.72,6123.6,97977.6,20.0,29.4568,0.9592,0.042,1125.0,16204.9205,2107.3005,-2107.3005,313.0,313.0,-0.031,4.8668,Severe,Immediate contingency planning,Combined Stress
P01061,Accessories,Trending,Low,Demand Volatility,1.2,0.117,0.0554,765.0,4405.44,4683.6,220129.2,57.0,11.6677,0.9541,0.0529,3933.0,39800.2908,5175.6608,-5175.6608,1095.0,1095.0,-0.031,1.9277,Severe,Immediate contingency planning,Combined Stress
P01062,Accessories,Stable,Low,Supplier,1.2,0.156,0.0812,251.25,1730.04,6540.0,104640.0,20.0,30.1995,0.9677,0.0324,158.0,8788.5384,1142.8684,-1142.8684,44.0,44.0,-0.031,4.9895,Severe,Immediate contingency planning,Combined Stress
P01063,Office Supplies,Stable,Low,Demand Volatility,1.2,0.0,0.0,538.75,3737.76,9432.0,226368.0,29.0,20.0891,0.9656,0.0378,908.0,18317.4563,2382.0163,-2382.0163,253.0,253.0,-0.031,3.3191,Severe,Immediate contingency planning,Combined Stress
P01064,Home Appliances,Seasonal,Low,Supplier,1.2,0.806,0.2708,75.0,497.64,886.8,21283.2,29.0,21.0115,0.9585,0.0433,261.0,3844.4101,499.9301,-499.9301,73.0,73.0,-0.031,3.4715,Severe,Immediate contingency planning,Combined Stress
P01065,Home Appliances,Volatile,Low,Supplier,1.2,0.806,0.2438,56.25,379.08,714.0,11424.0,20.0,30.0438,0.9524,0.0461,222.0,3061.0745,398.0645,-398.0645,62.0,62.0,-0.031,4.9638,Severe,Immediate contingency planning,Combined Stress
P01066,Office Supplies,Stable,Low,Demand Volatility,1.2,0.0,0.0,497.5,3450.72,13060.8,208972.8,20.0,29.5047,0.9682,0.0324,187.0,15708.1846,2042.7046,-2042.7046,52.0,52.0,-0.031,4.8747,Severe,Immediate contingency planning,Combined Stress
P01067,Electronics,Stable,Low,Demand Volatility,1.2,0.0,0.0,27.5,185.64,694.8,11116.8,20.0,29.2172,0.9647,0.0365,55.0,1641.6632,213.4832,-213.4832,15.0,15.0,-0.031,4.8272,Severe,Immediate contingency planning,Combined Stress
P01068,Electronics,Seasonal,Low,Supplier,1.2,0.325,0.2438,37.5,248.04,662.4,10598.4,20.0,30.9182,0.9611,0.0392,98.0,2003.8411,260.5811,-260.5811,27.0,27.0,-0.031,5.1082,Severe,Immediate contingency planning,Combined Stress
P01069,Home Appliances,Volatile,Low,Supplier,1.2,1.144,0.325,75.0,500.76,940.8,15052.8,20.0,31.1458,0.9593,0.0406,170.0,2915.5505,379.1405,-379.1405,47.0,47.0,-0.031,5.1458,Severe,Immediate contingency planning,Combined Stress
P01070,Home Appliances,Stable,Low,Supplier,1.2,0.0,0.0,52.5,357.24,896.4,21513.6,29.0,20.676,0.9676,0.0324,36.0,1977.1501,257.1101,-257.1101,10.0,10.0,-0.031,3.416,Severe,Immediate contingency planning,Combined Stress
P01071,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.65,0.1625,53.75,357.24,446.4,10713.6,29.0,21.9339,0.9579,0.0447,140.0,2373.0423,308.5923,-308.5923,39.0,39.0,-0.031,3.6239,Severe,Immediate contingency planning,Combined Stress
P01072,Electronics,Volatile,Low,Demand Volatility,1.2,0.572,0.1625,75.0,499.2,934.8,14956.8,20.0,31.5411,0.9585,0.042,184.0,3036.5791,394.8791,-394.8791,51.0,51.0,-0.031,5.2111,Severe,Immediate contingency planning,Combined Stress
P01073,Electronics,Stable,Low,Supplier,1.2,0.156,0.1083,45.0,304.2,763.2,18316.8,29.0,20.3047,0.9636,0.0392,116.0,2481.2083,322.6583,-322.6583,32.0,32.0,-0.031,3.3547,Severe,Immediate contingency planning,Combined Stress
P01074,Electronics,Volatile,Low,Demand Volatility,1.2,0.494,0.1625,40.0,263.64,493.2,7891.2,20.0,31.3734,0.9584,0.042,98.0,1826.373,237.503,-237.503,27.0,27.0,-0.031,5.1834,Severe,Immediate contingency planning,Combined Stress
P01075,Accessories,Volatile,Low,Demand Volatility,1.2,0.572,0.1625,395.0,2667.6,5019.6,80313.6,20.0,30.7385,0.9641,0.0351,462.0,9770.5614,1270.5714,-1270.5714,129.0,129.0,-0.031,5.0785,Severe,Immediate contingency planning,Combined Stress
P01076,Home Appliances,Volatile,Medium,Supplier,1.2,0.403,0.1625,160.0,884.52,1581.6,25305.6,20.0,32.763,0.969,0.031,0.0,2301.4987,299.2887,-299.2887,0.0,0.0,-0.031,5.413,Low,Current policy remains resilient,Combined Stress
P01077,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.325,0.2438,70.0,463.32,1239.6,19833.6,20.0,29.8161,0.9557,0.0461,309.0,4336.3642,563.9042,-563.9042,86.0,86.0,-0.031,4.9261,Severe,Immediate contingency planning,Combined Stress
P01078,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.845,0.1591,1792.5,5439.72,1998.0,97902.0,59.0,24.7729,0.969,0.031,0.0,6685.9111,869.4411,-869.4411,0.0,0.0,-0.031,4.0929,Low,Current policy remains resilient,Combined Stress
P01079,Electronics,Volatile,Low,Demand Volatility,1.2,0.572,0.1625,88.75,585.0,1095.6,17529.6,20.0,30.8583,0.9568,0.0461,249.0,3729.6921,485.0121,-485.0121,69.0,69.0,-0.031,5.0983,Severe,Immediate contingency planning,Combined Stress
P01080,Accessories,Trending,Low,Demand Volatility,1.2,0.104,0.0542,66.25,382.2,814.8,19555.2,29.0,21.3109,0.9656,0.0365,78.0,2259.4622,293.8222,-293.8222,22.0,22.0,-0.031,3.5209,Severe,Immediate contingency planning,Combined Stress
P01081,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.819,0.2123,2313.75,6314.88,2137.2,104722.8,59.0,26.7255,0.969,0.031,0.0,7499.1561,975.1961,-975.1961,0.0,0.0,-0.031,4.4155,Low,Current policy remains resilient,Combined Stress
P01082,Electronics,Volatile,Low,Supplier,1.2,1.3,0.325,68.75,458.64,860.4,13766.4,20.0,31.1339,0.969,0.031,0.0,1412.1352,183.6352,-183.6352,0.0,0.0,-0.031,5.1439,Low,Current policy remains resilient,Combined Stress
P01083,Home Appliances,Stable,Low,Demand Volatility,1.2,0.104,0.1083,37.5,252.72,633.6,15206.4,29.0,20.101,0.9664,0.0351,47.0,1759.8411,228.8511,-228.8511,13.0,13.0,-0.031,3.321,Severe,Immediate contingency planning,Combined Stress
P01084,Accessories,Stable,Low,Supplier,1.2,0.221,0.1625,207.5,1424.28,3585.6,86054.4,29.0,20.125,0.9675,0.0365,151.0,5790.7542,753.0342,-753.0342,42.0,42.0,-0.031,3.325,Severe,Immediate contingency planning,Combined Stress
P01085,Accessories,Volatile,Low,Supplier,1.2,0.0,0.0,151.25,1015.56,1272.0,30528.0,29.0,22.4849,0.9682,0.0324,29.0,2456.6784,319.4684,-319.4684,8.0,8.0,-0.031,3.7149,Severe,Immediate contingency planning,Combined Stress
P01086,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.325,0.0812,228.75,1538.16,4128.0,66048.0,20.0,29.4089,0.9645,0.0365,345.0,7637.2086,993.1486,-993.1486,96.0,96.0,-0.031,4.8589,Severe,Immediate contingency planning,Combined Stress
P01087,Personal Care,Stable,Low,Supplier,1.2,0.156,0.1083,600.0,4146.48,10455.6,250934.4,29.0,20.3286,0.9665,0.0351,733.0,18101.5841,2353.9441,-2353.9441,204.0,204.0,-0.031,3.3586,Severe,Immediate contingency planning,Combined Stress
P01088,Electronics,Volatile,Low,Demand Volatility,1.2,0.65,0.1625,58.75,388.44,486.0,11664.0,29.0,21.275,0.9602,0.0433,121.0,2240.8407,291.4007,-291.4007,34.0,34.0,-0.031,3.515,Severe,Immediate contingency planning,Combined Stress
P01089,Accessories,Volatile,Low,Supplier,1.2,0.572,0.1625,625.0,4199.52,7891.2,126259.2,20.0,30.9661,0.9618,0.0406,1064.0,17972.2332,2337.1232,-2337.1232,296.0,296.0,-0.031,5.1161,Severe,Immediate contingency planning,Combined Stress
P01090,Electronics,Trending,Low,Demand Volatility,1.2,0.65,0.325,12.5,70.2,224.4,3590.4,20.0,28.5703,0.9624,0.0392,28.0,917.4338,119.3038,-119.3038,8.0,8.0,-0.031,4.7203,Severe,Immediate contingency planning,Combined Stress
P01091,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.1625,73.75,425.88,1358.4,21734.4,20.0,29.2172,0.9655,0.0378,90.0,2617.0307,340.3207,-340.3207,25.0,25.0,-0.031,4.8272,Severe,Immediate contingency planning,Combined Stress
P01092,Personal Care,Trending,Low,Supplier,1.2,0.325,0.1625,801.25,4645.68,9900.0,237600.0,29.0,21.0115,0.9631,0.0378,1649.0,25455.0207,3310.1907,-3310.1907,459.0,459.0,-0.031,3.4715,Severe,Immediate contingency planning,Combined Stress
P01093,Personal Care,Trending,Low,Demand Volatility,1.2,0.325,0.1083,615.0,3566.16,7597.2,182332.8,29.0,21.1672,0.9653,0.0365,791.0,15826.2476,2058.0576,-2058.0576,220.0,220.0,-0.031,3.4972,Severe,Immediate contingency planning,Combined Stress
P01094,Personal Care,Trending,Low,Supplier,1.2,0.156,0.0812,573.75,3332.16,10654.8,170476.8,20.0,29.325,0.9659,0.0365,610.0,16620.2963,2161.3163,-2161.3163,170.0,170.0,-0.031,4.845,Severe,Immediate contingency planning,Combined Stress
P01095,Electronics,Seasonal,Low,Supplier,1.2,0.0,0.0,27.5,182.52,487.2,7795.2,20.0,29.0375,0.9593,0.0433,89.0,1697.8382,220.7882,-220.7882,25.0,25.0,-0.031,4.7975,Severe,Immediate contingency planning,Combined Stress
P01096,Electronics,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,71.25,468.0,832.8,19987.2,29.0,22.0057,0.9621,0.0406,162.0,3011.6354,391.6354,-391.6354,45.0,45.0,-0.031,3.6357,Severe,Immediate contingency planning,Combined Stress
P01097,Electronics,Trending,Low,Supplier,1.2,0.429,0.1625,23.75,135.72,288.0,6912.0,29.0,20.7359,0.9627,0.0406,51.0,1432.8143,186.3243,-186.3243,14.0,14.0,-0.031,3.4259,Severe,Immediate contingency planning,Combined Stress
P01098,Electronics,Seasonal,Low,Supplier,1.2,0.0,0.0,22.5,149.76,399.6,6393.6,20.0,28.9896,0.962,0.0406,53.0,1308.1763,170.1163,-170.1163,15.0,15.0,-0.031,4.7896,Severe,Immediate contingency planning,Combined Stress
P01099,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.664,0.416,1573.75,4942.08,3715.2,92880.0,30.0,31.8047,0.9657,0.0351,349.0,9914.1659,1289.2459,-1289.2459,97.0,97.0,-0.031,5.2547,Severe,Immediate contingency planning,Combined Stress
P01100,Home Appliances,Seasonal,Low,Supplier,1.2,0.0,0.0,31.25,207.48,554.4,8870.4,20.0,30.4031,0.9689,0.0324,1.0,1070.1076,139.1576,-139.1576,0.0,0.0,-0.031,5.0231,Low,Current policy remains resilient,Combined Stress
P01101,Electronics,Volatile,Medium,Supplier,1.2,0.754,0.2167,48.75,263.64,310.8,7459.2,29.0,22.0896,0.9536,0.0488,134.0,2171.0903,282.3303,-282.3303,37.0,37.0,-0.031,3.6496,Severe,Immediate contingency planning,Combined Stress
P01102,Accessories,Volatile,Medium,Supplier,1.2,0.546,0.1625,1065.0,5881.2,7002.0,168048.0,29.0,23.7786,0.9689,0.0337,14.0,9681.1434,1258.9434,-1258.9434,4.0,4.0,-0.031,3.9286,Severe,Immediate contingency planning,Combined Stress
P01103,Accessories,Volatile,Medium,Supplier,1.2,0.806,0.2167,1060.0,5871.84,6997.2,167932.8,29.0,23.2516,0.9676,0.0324,267.0,11583.3705,1506.3105,-1506.3105,74.0,74.0,-0.031,3.8416,Severe,Immediate contingency planning,Combined Stress
P01104,Accessories,Volatile,Medium,Supplier,1.2,0.273,0.1083,1335.0,7399.08,8818.8,211651.2,29.0,23.599,0.9633,0.0365,1407.0,23451.6165,3049.6665,-3049.6665,392.0,392.0,-0.031,3.899,Severe,Immediate contingency planning,Combined Stress
P01105,Accessories,Trending,Low,Demand Volatility,1.2,0.0,0.0,433.75,2489.76,5289.6,126950.4,29.0,22.0896,0.9627,0.0378,941.0,14723.8511,1914.7011,-1914.7011,262.0,262.0,-0.031,3.6496,Severe,Immediate contingency planning,Combined Stress
P01106,Electronics,Seasonal,Low,Supplier,1.2,0.247,0.0812,12.5,82.68,219.6,3513.6,20.0,29.6604,0.9592,0.0433,40.0,1024.4733,133.2233,-133.2233,11.0,11.0,-0.031,4.9004,Severe,Immediate contingency planning,Combined Stress
P01107,Home Appliances,Stable,Low,Demand Volatility,1.2,0.0,0.0,21.25,141.96,531.6,8505.6,20.0,29.8641,0.9669,0.0337,21.0,1196.2745,155.5645,-155.5645,6.0,6.0,-0.031,4.9341,Severe,Immediate contingency planning,Combined Stress
P01108,Office Supplies,Stable,Low,Demand Volatility,1.2,0.156,0.0812,1025.0,7101.12,8956.8,429926.4,58.0,11.3323,0.9634,0.0447,2833.0,35699.225,4642.355,-4642.355,789.0,789.0,-0.031,1.8723,Severe,Immediate contingency planning,Combined Stress
P01109,Office Supplies,Trending,Low,Supplier,1.2,0.494,0.2438,1127.5,6537.96,20895.6,334329.6,20.0,29.0734,0.9637,0.0392,2060.0,39131.5124,5088.6924,-5088.6924,574.0,574.0,-0.031,4.8034,Severe,Immediate contingency planning,Combined Stress
P01110,Electronics,Volatile,Low,Demand Volatility,1.2,0.403,0.0812,92.5,617.76,1160.4,18566.4,20.0,31.601,0.9607,0.0406,180.0,3257.6355,423.6255,-423.6255,50.0,50.0,-0.031,5.221,Severe,Immediate contingency planning,Combined Stress
P01111,Accessories,Stable,Low,Supplier,1.2,0.078,0.0812,25.0,173.16,657.6,10521.6,20.0,29.9958,0.969,0.031,0.0,1160.951,150.971,-150.971,0.0,0.0,-0.031,4.9558,Low,Current policy remains resilient,Combined Stress
P01112,Electronics,Volatile,Low,Supplier,1.2,1.222,0.4062,72.5,485.16,909.6,14553.6,20.0,31.2177,0.9652,0.0351,65.0,2009.485,261.315,-261.315,18.0,18.0,-0.031,5.1577,Severe,Immediate contingency planning,Combined Stress
P01113,Electronics,Volatile,Medium,Supplier,1.2,0.247,0.0812,17.5,93.6,165.6,2649.6,20.0,31.2417,0.9654,0.0351,11.0,735.9425,95.7025,-95.7025,3.0,3.0,-0.031,5.1617,Severe,Immediate contingency planning,Combined Stress
P01114,Personal Care,Trending,Medium,Supplier,1.2,0.494,0.2438,817.5,3921.84,11818.8,189100.8,20.0,30.2115,0.969,0.031,0.0,13152.2027,1710.3227,-1710.3227,0.0,0.0,-0.031,4.9915,Low,Current policy remains resilient,Combined Stress
P01115,Personal Care,Stable,Low,Supplier,1.2,0.078,0.0812,580.0,4017.0,15200.4,243206.4,20.0,28.8938,0.9668,0.0365,626.0,21267.4107,2765.6307,-2765.6307,174.0,174.0,-0.031,4.7737,Severe,Immediate contingency planning,Combined Stress
P01116,Personal Care,Stable,Low,Supplier,1.2,0.052,0.0542,610.0,4222.92,10651.2,255628.8,29.0,20.0891,0.9653,0.0378,1096.0,21190.591,2755.641,-2755.641,305.0,305.0,-0.031,3.3191,Severe,Immediate contingency planning,Combined Stress
P01117,Electronics,Stable,Low,Supplier,1.2,0.0,0.0,37.5,252.72,946.8,15148.8,20.0,28.6781,0.9666,0.0337,43.0,1781.5203,231.6703,-231.6703,12.0,12.0,-0.031,4.7381,Severe,Immediate contingency planning,Combined Stress
P01118,Accessories,Trending,Low,Demand Volatility,1.2,0.247,0.0812,462.5,2662.92,8492.4,135878.4,20.0,29.0016,0.9629,0.0378,974.0,17295.6498,2249.1398,-2249.1398,271.0,271.0,-0.031,4.7916,Severe,Immediate contingency planning,Combined Stress
P01119,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.0,0.0,87.5,581.88,1556.4,24902.4,20.0,28.175,0.9614,0.042,220.0,3846.4562,500.1962,-500.1962,61.0,61.0,-0.031,4.655,Severe,Immediate contingency planning,Combined Stress
P01120,Electronics,Seasonal,Low,Supplier,1.2,0.494,0.2438,63.75,424.32,1134.0,18144.0,20.0,31.038,0.9685,0.0324,11.0,1802.4178,234.3878,-234.3878,3.0,3.0,-0.031,5.128,Severe,Immediate contingency planning,Combined Stress
P01121,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.0542,98.75,567.84,1207.2,28972.8,29.0,20.6641,0.9574,0.0447,394.0,5284.0753,687.1453,-687.1453,110.0,110.0,-0.031,3.4141,Severe,Immediate contingency planning,Combined Stress
P01122,Accessories,Stable,Low,Supplier,1.2,0.104,0.1083,262.5,1806.48,4548.0,109152.0,29.0,20.5443,0.9658,0.0365,406.0,9038.7225,1175.4025,-1175.4025,113.0,113.0,-0.031,3.3943,Severe,Immediate contingency planning,Combined Stress
P01123,Accessories,Stable,Low,Demand Volatility,1.2,0.156,0.0812,145.0,999.96,3782.4,60518.4,20.0,29.7083,0.9648,0.0351,299.0,6936.3711,902.0111,-902.0111,83.0,83.0,-0.031,4.9083,Severe,Immediate contingency planning,Combined Stress
P01124,Accessories,Trending,Low,Demand Volatility,1.2,0.0,0.0,463.75,2670.72,8518.8,136300.8,20.0,29.6245,0.9657,0.0351,527.0,13798.1525,1794.3225,-1794.3225,147.0,147.0,-0.031,4.8945,Severe,Immediate contingency planning,Combined Stress
P01125,Office Supplies,Trending,Low,Demand Volatility,1.2,0.104,0.0542,885.0,5130.84,10930.8,262339.2,29.0,21.5026,0.9667,0.0351,707.0,19084.3543,2481.7443,-2481.7443,197.0,197.0,-0.031,3.5526,Severe,Immediate contingency planning,Combined Stress
P01126,Personal Care,Trending,Low,Supplier,1.2,0.104,0.0542,651.25,3781.44,8061.6,193478.4,29.0,21.0234,0.9617,0.042,1659.0,23482.3995,3053.6695,-3053.6695,462.0,462.0,-0.031,3.4734,Severe,Immediate contingency planning,Combined Stress
P01127,Electronics,Seasonal,Low,Demand Volatility,1.2,0.104,0.1083,36.25,241.8,430.8,10339.2,29.0,21.0833,0.9652,0.0365,46.0,1553.6475,202.0375,-202.0375,13.0,13.0,-0.031,3.4833,Severe,Immediate contingency planning,Combined Stress
P01128,Home Appliances,Stable,Low,Supplier,1.2,0.0,0.0,13.75,95.16,241.2,5788.8,29.0,19.9812,0.9653,0.0378,25.0,1154.1575,150.0875,-150.0875,7.0,7.0,-0.031,3.3012,Severe,Immediate contingency planning,Combined Stress
P01129,Home Appliances,Volatile,Low,Supplier,1.2,0.325,0.0812,71.25,480.48,902.4,14438.4,20.0,30.451,0.9592,0.042,166.0,2815.9136,366.1836,-366.1836,46.0,46.0,-0.031,5.031,Severe,Immediate contingency planning,Combined Stress
P01130,Home Appliances,Volatile,Low,Demand Volatility,1.2,0.572,0.1625,108.75,726.96,1363.2,21811.2,20.0,30.2953,0.9667,0.0337,60.0,2421.7342,314.9242,-314.9242,17.0,17.0,-0.031,5.0053,Severe,Immediate contingency planning,Combined Stress
P01131,Office Supplies,Stable,Low,Demand Volatility,1.2,0.0,0.0,713.75,4949.88,18733.2,299731.2,20.0,28.4266,0.968,0.0324,338.0,22189.6838,2885.5638,-2885.5638,94.0,94.0,-0.031,4.6966,Severe,Immediate contingency planning,Combined Stress
P01132,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,238.75,1652.04,4168.8,100051.2,29.0,20.3047,0.9665,0.0378,292.0,7626.4034,991.7434,-991.7434,81.0,81.0,-0.031,3.3547,Severe,Immediate contingency planning,Combined Stress
P01133,Electronics,Trending,Low,Demand Volatility,1.2,0.221,0.1083,96.25,555.36,1180.8,28339.2,29.0,21.275,0.9683,0.0337,22.0,2213.4716,287.8416,-287.8416,6.0,6.0,-0.031,3.515,Severe,Immediate contingency planning,Combined Stress
P01134,Electronics,Trending,Low,Demand Volatility,1.2,0.0,0.0,96.25,553.8,1177.2,28252.8,29.0,20.6281,0.9659,0.0351,101.0,2823.2703,367.1403,-367.1403,28.0,28.0,-0.031,3.4081,Severe,Immediate contingency planning,Combined Stress
P01135,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.885,0.3979,773.75,2344.68,859.2,42100.8,59.0,22.5089,0.9686,0.0324,19.0,3631.9863,472.3063,-472.3063,5.0,5.0,-0.031,3.7189,Severe,Immediate contingency planning,Combined Stress
P01136,Electronics,Trending,Low,Demand Volatility,1.2,0.156,0.0812,10.0,59.28,193.2,3091.2,20.0,30.1156,0.9636,0.0351,19.0,826.9123,107.5323,-107.5323,5.0,5.0,-0.031,4.9756,Severe,Immediate contingency planning,Combined Stress
P01137,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.0542,722.5,4158.96,8842.8,212227.2,29.0,21.5385,0.9686,0.0324,97.0,11649.5805,1514.9205,-1514.9205,27.0,27.0,-0.031,3.5585,Severe,Immediate contingency planning,Combined Stress
P01138,Personal Care,Stable,Low,Supplier,1.2,0.0,0.0,522.5,3614.52,4556.4,218707.2,58.0,11.2484,0.9669,0.0365,545.0,11358.9807,1477.1307,-1477.1307,152.0,152.0,-0.031,1.8584,Severe,Immediate contingency planning,Combined Stress
P01139,Personal Care,Stable,Low,Demand Volatility,1.2,0.156,0.1083,603.75,4179.24,10540.8,252979.2,29.0,20.3047,0.9672,0.0351,547.0,16639.5845,2163.8245,-2163.8245,152.0,152.0,-0.031,3.3547,Severe,Immediate contingency planning,Combined Stress
P01140,Personal Care,Trending,Low,Supplier,1.2,0.078,0.0812,963.75,5598.84,17904.0,286464.0,20.0,29.0495,0.9621,0.0378,2316.0,38153.9263,4961.5663,-4961.5663,645.0,645.0,-0.031,4.7995,Severe,Immediate contingency planning,Combined Stress
P01141,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,331.25,2276.04,8598.0,137568.0,20.0,29.349,0.9679,0.0337,170.0,10840.0024,1409.6424,-1409.6424,47.0,47.0,-0.031,4.849,Severe,Immediate contingency planning,Combined Stress
P01142,Home Appliances,Seasonal,Low,Supplier,1.2,0.221,0.1083,52.5,349.44,622.8,14947.2,29.0,21.0354,0.9582,0.0447,188.0,2951.4947,383.8147,-383.8147,52.0,52.0,-0.031,3.4754,Severe,Immediate contingency planning,Combined Stress
P01143,Office Supplies,Stable,Low,Demand Volatility,1.2,0.026,0.027,90.0,620.88,782.4,37555.2,58.0,11.3682,0.9659,0.0392,137.0,3466.2774,450.7574,-450.7574,38.0,38.0,-0.031,1.8782,Severe,Immediate contingency planning,Combined Stress
P01144,Personal Care,Stable,Low,Demand Volatility,1.2,0.052,0.027,186.25,1287.0,1623.6,77932.8,58.0,11.3203,0.9651,0.0406,352.0,6257.845,813.775,-813.775,98.0,98.0,-0.031,1.8703,Severe,Immediate contingency planning,Combined Stress
P01145,Home Appliances,Stable,Low,Demand Volatility,1.2,0.0,0.0,31.25,215.28,541.2,12988.8,29.0,20.0771,0.9638,0.0392,79.0,1923.8028,250.1728,-250.1728,22.0,22.0,-0.031,3.3171,Severe,Immediate contingency planning,Combined Stress
P01146,Accessories,Stable,Low,Demand Volatility,1.2,0.221,0.1083,345.0,2375.88,5988.0,143712.0,29.0,20.4245,0.9657,0.0365,552.0,11785.8858,1532.6458,-1532.6458,154.0,154.0,-0.031,3.3745,Severe,Immediate contingency planning,Combined Stress
P01147,Office Supplies,Trending,Low,Supplier,1.2,0.104,0.0542,1093.75,6322.68,13459.2,323020.8,29.0,21.9458,0.9677,0.0324,488.0,20482.4658,2663.5558,-2663.5558,136.0,136.0,-0.031,3.6258,Severe,Immediate contingency planning,Combined Stress
P01148,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.3,0.3184,2293.75,6991.92,2575.2,126184.8,59.0,22.8802,0.9686,0.0324,60.0,8183.5675,1064.1975,-1064.1975,17.0,17.0,-0.031,3.7802,Severe,Immediate contingency planning,Combined Stress
P01149,Accessories,Stable,Low,Demand Volatility,1.2,0.078,0.0812,166.25,1143.48,4322.4,69158.4,20.0,29.2052,0.9648,0.0378,338.0,7750.1794,1007.8394,-1007.8394,94.0,94.0,-0.031,4.8252,Severe,Immediate contingency planning,Combined Stress
P01150,Accessories,Trending,Low,Supplier,1.2,0.325,0.1625,560.0,3222.96,10280.4,164486.4,20.0,29.2172,0.9647,0.0351,836.0,18063.6973,2349.0173,-2349.0173,233.0,233.0,-0.031,4.8272,Severe,Immediate contingency planning,Combined Stress
P01151,Office Supplies,Trending,Low,Supplier,1.2,0.078,0.0812,260.0,1505.4,4809.6,76953.6,20.0,30.0078,0.9656,0.0351,302.0,8093.9656,1052.5456,-1052.5456,84.0,84.0,-0.031,4.9578,Severe,Immediate contingency planning,Combined Stress
P01152,Accessories,Stable,Low,Demand Volatility,1.2,0.117,0.0554,235.0,1614.6,2031.6,95485.2,57.0,11.3562,0.9625,0.042,739.0,9937.9256,1292.3356,-1292.3356,206.0,206.0,-0.031,1.8762,Severe,Immediate contingency planning,Combined Stress
P01153,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.82,0.468,2330.0,7043.4,5158.8,128970.0,30.0,31.649,0.9553,0.0392,1981.0,25848.5794,3361.3694,-3361.3694,552.0,552.0,-0.031,5.229,Severe,Immediate contingency planning,Combined Stress
P01154,Office Supplies,Stable,Low,Demand Volatility,1.2,0.0,0.0,740.0,5133.96,12956.4,310953.6,29.0,20.2328,0.9678,0.0351,421.0,18156.1729,2361.0429,-2361.0429,117.0,117.0,-0.031,3.3428,Severe,Immediate contingency planning,Combined Stress
