product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank
P00091,Electronics,Trending,Low,Demand Volatility,1.0,0.25,0.1875,26.0,118.0,486.0,7776.0,16.0,24.29,0.9915,0.0082,67.0,1594.68,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,26.0,118.0,486.0,45.0,0.9915,0.0082,67.0,24.29,1594.68,0.1875,0.25,0.0286,0.1667,Low,Increase order quantity,1594.68,1594.68,67.0,0.9915,26.0,486.0,24.29,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,26.0,0.0,486.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P00284,Electronics,Stable,Low,Supplier,1.0,0.25,0.1875,26.0,140.0,681.0,10896.0,16.0,24.29,0.9956,0.0055,49.0,1625.79,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,26.0,140.0,681.0,45.0,0.9956,0.0055,49.0,24.29,1625.79,0.1875,0.25,0.0554,0.1066,Medium,Increase order quantity,1625.79,1625.79,49.0,0.9956,26.0,681.0,24.29,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,26.0,0.0,681.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01121,Accessories,Trending,Low,Demand Volatility,1.0,0.25,0.1875,79.0,364.0,1509.0,24144.0,16.0,24.89,0.997,0.0041,74.0,2808.79,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,79.0,364.0,1509.0,45.0,0.997,0.0041,74.0,24.89,2808.79,0.1875,0.25,0.1634,0.1297,Medium,Increase order quantity,2808.79,2808.79,74.0,0.997,79.0,1509.0,24.89,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,79.0,0.0,1509.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01444,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.25,0.1875,27.0,144.0,501.0,8016.0,16.0,24.28,0.9932,0.0082,55.0,1490.82,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,27.0,144.0,501.0,45.0,0.9932,0.0082,55.0,24.28,1490.82,0.1875,0.25,0.1326,0.1126,Medium,Increase order quantity,1490.82,1490.82,55.0,0.9932,27.0,501.0,24.28,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,27.0,0.0,501.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01494,Electronics,Stable,Low,Demand Volatility,1.0,0.25,0.1875,20.0,109.0,532.0,8512.0,16.0,24.86,0.9993,0.0027,6.0,1048.25,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,20.0,109.0,532.0,45.0,0.9993,0.0027,6.0,24.86,1048.25,0.1875,0.25,0.0436,0.105,Medium,Increase order quantity,1048.25,1048.25,6.0,0.9993,20.0,532.0,24.86,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,20.0,0.0,532.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01507,Personal Care,Seasonal,Low,Supplier,1.0,0.25,0.1875,524.0,2830.0,9884.0,158144.0,16.0,24.32,0.994,0.0082,966.0,20741.5,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,524.0,2830.0,9884.0,45.0,0.994,0.0082,966.0,24.32,20741.5,0.1875,0.25,0.0286,0.1276,Low,Increase order quantity,20741.5,20741.5,966.0,0.994,524.0,9884.0,24.32,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,524.0,0.0,9884.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01723,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.25,0.1875,71.0,378.0,1316.0,21056.0,16.0,25.66,0.9915,0.0096,182.0,3720.93,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,71.0,378.0,1316.0,45.0,0.9915,0.0096,182.0,25.66,3720.93,0.1875,0.25,0.0372,0.1053,Medium,Increase order quantity,3720.93,3720.93,182.0,0.9915,71.0,1316.0,25.66,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,71.0,0.0,1316.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01785,Office Supplies,Stable,Low,Supplier,1.0,0.25,0.1875,523.0,2906.0,14298.0,228768.0,16.0,24.03,0.9977,0.0055,535.0,21016.65,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,523.0,2906.0,14298.0,45.0,0.9977,0.0055,535.0,24.03,21016.65,0.1875,0.25,0.0286,0.1045,Low,Increase order quantity,21016.65,21016.65,535.0,0.9977,523.0,14298.0,24.03,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,523.0,0.0,14298.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P01864,Personal Care,Seasonal,Low,Supplier,1.0,0.25,0.1875,478.0,2577.0,8994.0,143904.0,16.0,24.32,0.9916,0.011,1220.0,22320.63,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,478.0,2577.0,8994.0,45.0,0.9916,0.011,1220.0,24.32,22320.63,0.1875,0.25,0.0858,0.1309,Medium,Increase order quantity,22320.63,22320.63,1220.0,0.9916,478.0,8994.0,24.32,0.0,0.0,0.046875,0.0358,0.25,0.0411,Low exposure,0.0,0.0,478.0,0.0,8994.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0532,1
P00341,Personal Care,Trending,Low,Supplier,1.0,0.3,0.1489,88.0,410.0,567.0,26649.0,47.0,10.1,0.9907,0.0123,256.0,4499.17,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,88.0,410.0,567.0,15.0,0.9907,0.0123,256.0,10.1,4499.17,0.1489,0.3,0.036,0.105,Medium,Reduce order quantity,4499.17,4499.17,256.0,0.9907,88.0,567.0,10.1,0.0,0.0,0.04467,0.0342,0.25,0.0409,Low exposure,0.0,0.0,88.0,0.0,567.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.053,1
P00369,Electronics,Stable,Low,Demand Volatility,1.0,0.25,0.1667,26.0,138.0,447.0,10728.0,24.0,17.05,0.9932,0.011,74.0,1848.79,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,26.0,138.0,447.0,30.0,0.9932,0.011,74.0,17.05,1848.79,0.1667,0.25,0.0282,0.1236,Low,Maintain policy,1848.79,1848.79,74.0,0.9932,26.0,447.0,17.05,0.0,0.0,0.041675,0.0319,0.25,0.0407,Low exposure,0.0,0.0,26.0,0.0,447.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0526,1
P00005,Electronics,Seasonal,Low,Demand Volatility,1.0,0.33,0.125,55.0,289.0,669.0,16056.0,24.0,17.64,0.9841,0.0164,259.0,3976.84,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,55.0,289.0,669.0,30.0,0.9841,0.0164,259.0,17.64,3976.84,0.125,0.33,0.0586,0.1076,Medium,Maintain policy,3976.84,3976.84,259.0,0.9841,55.0,669.0,17.64,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,55.0,0.0,669.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00031,Personal Care,Seasonal,Low,Supplier,1.0,0.33,0.125,185.0,1000.0,1165.0,55920.0,48.0,9.9,0.9897,0.0123,586.0,8597.0,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,185.0,1000.0,1165.0,15.0,0.9897,0.0123,586.0,9.9,8597.0,0.125,0.33,0.1015,0.1234,Medium,Reduce order quantity,8597.0,8597.0,586.0,0.9897,185.0,1165.0,9.9,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,185.0,0.0,1165.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00212,Office Supplies,Trending,Low,Supplier,1.0,0.33,0.125,413.0,1918.0,5311.0,127464.0,24.0,16.73,0.9957,0.0068,551.0,12033.78,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,413.0,1918.0,5311.0,30.0,0.9957,0.0068,551.0,16.73,12033.78,0.125,0.33,0.0282,0.1378,Low,Maintain policy,12033.78,12033.78,551.0,0.9957,413.0,5311.0,16.73,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,413.0,0.0,5311.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00220,Accessories,Volatile,Low,Demand Volatility,1.0,0.33,0.125,938.0,5050.0,8224.0,197376.0,24.0,18.5,0.9916,0.0096,1675.0,27495.16,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,938.0,5050.0,8224.0,30.0,0.9916,0.0096,1675.0,18.5,27495.16,0.125,0.33,0.0282,0.1263,Low,Maintain policy,27495.16,27495.16,1675.0,0.9916,938.0,8224.0,18.5,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,938.0,0.0,8224.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00230,Personal Care,Seasonal,Low,Supplier,1.0,0.33,0.125,303.0,1638.0,3813.0,91512.0,24.0,17.34,0.9954,0.0068,430.0,9308.88,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,303.0,1638.0,3813.0,30.0,0.9954,0.0068,430.0,17.34,9308.88,0.125,0.33,0.0844,0.1221,Medium,Maintain policy,9308.88,9308.88,430.0,0.9954,303.0,3813.0,17.34,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,303.0,0.0,3813.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00509,Accessories,Trending,Low,Supplier,1.0,0.33,0.125,774.0,3565.0,9851.0,236424.0,24.0,18.81,0.9936,0.0082,1532.0,28271.66,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,774.0,3565.0,9851.0,30.0,0.9936,0.0082,1532.0,18.81,28271.66,0.125,0.33,0.0282,0.1138,Low,Maintain policy,28271.66,28271.66,1532.0,0.9936,774.0,9851.0,18.81,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,774.0,0.0,9851.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00734,Personal Care,Trending,Low,Demand Volatility,1.0,0.33,0.125,729.0,3395.0,9410.0,225840.0,24.0,17.82,0.9996,0.0014,97.0,12750.29,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,729.0,3395.0,9410.0,30.0,0.9996,0.0014,97.0,17.82,12750.29,0.125,0.33,0.5131,0.3026,Medium,Immediate intervention,12750.29,12750.29,97.0,0.9996,729.0,9410.0,17.82,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,729.0,0.0,9410.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P01329,Office Supplies,Trending,Low,Demand Volatility,1.0,0.33,0.125,617.0,2863.0,7926.0,190224.0,24.0,18.11,0.99,0.0123,1931.0,29480.63,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,617.0,2863.0,7926.0,30.0,0.99,0.0123,1931.0,18.11,29480.63,0.125,0.33,0.0282,0.1449,Low,Maintain policy,29480.63,29480.63,1931.0,0.99,617.0,7926.0,18.11,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,617.0,0.0,7926.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P01361,Accessories,Volatile,Low,Supplier,1.0,0.33,0.125,559.0,3014.0,4910.0,117840.0,24.0,17.06,0.9858,0.0151,1694.0,23124.28,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,559.0,3014.0,4910.0,30.0,0.9858,0.0151,1694.0,17.06,23124.28,0.125,0.33,0.0282,0.1983,Low,Maintain policy,23124.28,23124.28,1694.0,0.9858,559.0,4910.0,17.06,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,559.0,0.0,4910.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P01436,Electronics,Seasonal,Low,Demand Volatility,1.0,0.33,0.125,63.0,334.0,774.0,18576.0,24.0,17.87,0.9924,0.0096,143.0,2952.2,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,63.0,334.0,774.0,30.0,0.9924,0.0096,143.0,17.87,2952.2,0.125,0.33,0.1496,0.1228,Medium,Maintain policy,2952.2,2952.2,143.0,0.9924,63.0,774.0,17.87,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,63.0,0.0,774.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P01833,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.33,0.125,485.0,2623.0,6110.0,146640.0,24.0,17.28,0.9878,0.0137,1813.0,25767.74,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,485.0,2623.0,6110.0,30.0,0.9878,0.0137,1813.0,17.28,25767.74,0.125,0.33,0.0282,0.1663,Low,Maintain policy,25767.74,25767.74,1813.0,0.9878,485.0,6110.0,17.28,0.0,0.0,0.04125,0.0315,0.25,0.0407,Low exposure,0.0,0.0,485.0,0.0,6110.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0525,1
P00012,Accessories,Trending,Low,Supplier,1.0,0.31,0.125,757.0,3487.0,14453.0,231248.0,16.0,24.84,0.9975,0.0041,587.0,22226.09,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,757.0,3487.0,14453.0,45.0,0.9975,0.0041,587.0,24.84,22226.09,0.125,0.31,0.153,0.1633,Medium,Immediate intervention,22226.09,22226.09,587.0,0.9975,757.0,14453.0,24.84,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,757.0,0.0,14453.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
P00161,Home Appliances,Seasonal,Low,Supplier,1.0,0.31,0.125,22.0,117.0,408.0,6528.0,16.0,24.53,0.9896,0.011,69.0,1534.39,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,22.0,117.0,408.0,45.0,0.9896,0.011,69.0,24.53,1534.39,0.125,0.31,0.0285,0.103,Low,Increase order quantity,1534.39,1534.39,69.0,0.9896,22.0,408.0,24.53,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,22.0,0.0,408.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
P00163,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.31,0.125,726.0,3916.0,13673.0,218768.0,16.0,25.23,0.9994,0.0027,143.0,17163.09,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,726.0,3916.0,13673.0,45.0,0.9994,0.0027,143.0,25.23,17163.09,0.125,0.31,0.0386,0.11,Medium,Increase order quantity,17163.09,17163.09,143.0,0.9994,726.0,13673.0,25.23,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,726.0,0.0,13673.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
P00265,Accessories,Volatile,Low,Supplier,1.0,0.31,0.125,335.0,1807.0,4416.0,70656.0,16.0,25.71,0.9967,0.0055,237.0,7815.73,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,335.0,1807.0,4416.0,45.0,0.9967,0.0055,237.0,25.71,7815.73,0.125,0.31,0.236,0.1701,Medium,Immediate intervention,7815.73,7815.73,237.0,0.9967,335.0,4416.0,25.71,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,335.0,0.0,4416.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
P00320,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.31,0.125,49.0,260.0,906.0,14496.0,16.0,24.0,0.988,0.0151,176.0,3126.58,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,49.0,260.0,906.0,45.0,0.988,0.0151,176.0,24.0,3126.58,0.125,0.31,0.028,0.1625,Low,Increase order quantity,3126.58,3126.58,176.0,0.988,49.0,906.0,24.0,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,49.0,0.0,906.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
P00327,Personal Care,Seasonal,Low,Supplier,1.0,0.31,0.125,538.0,2901.0,10126.0,162016.0,16.0,24.26,0.9932,0.0068,1124.0,22559.12,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,538.0,2901.0,10126.0,45.0,0.9932,0.0068,1124.0,24.26,22559.12,0.125,0.31,0.2149,0.1811,Medium,Immediate intervention,22559.12,22559.12,1124.0,0.9932,538.0,10126.0,24.26,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,538.0,0.0,10126.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
P00344,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.31,0.125,54.0,290.0,1009.0,16144.0,16.0,24.46,0.9874,0.0151,207.0,3567.41,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,54.0,290.0,1009.0,45.0,0.9874,0.0151,207.0,24.46,3567.41,0.125,0.31,0.028,0.1865,Low,Increase order quantity,3567.41,3567.41,207.0,0.9874,54.0,1009.0,24.46,0.0,0.0,0.03875,0.0296,0.25,0.0405,Low exposure,0.0,0.0,54.0,0.0,1009.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0522,1
