product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank
P01424,Electronics,Volatile,Low,Demand Volatility,0.95,30,102,446,689,0.9949,0.0068,85,19.45,2342.99,0.9,80.0,424.0,689.0,30.0,0.9949,0.0068,86.0,18.38,2303.66,24.0,16536.0,0.0,0.0,-1.0,-39.33,39.33,-1.07,-0.0001,-22.0,Maintain current inventory policy,-0.0001,-0.0118,-0.055,0.0,0.0,-0.2157,Inventory reduction,Service deterioration,Cost reduction,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0252,P4 - Monitor,Maintain policy,Cost saving,0,0.1011,Low,Maintain current inventory policy. The policy reduces inventory exposure by 1.07 inventory days while maintaining the modeled service outcome.,Lean inventory with lower cost,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01770,Home Appliances,Stable,Low,Supplier,0.95,30,17,77,239,0.9988,0.0027,7,16.9,939.31,0.9,13.0,73.0,359.0,45.0,0.9981,0.0027,11.0,24.5,900.32,16.0,5744.0,0.0,0.0,-4.0,-38.99,38.99,7.59,-0.0007,-4.0,Increase order quantity to reduce ordering frequency,-0.0007,-0.5714,0.4491,120.0,0.5021,-0.2353,Inventory increase,Service deterioration,Cost reduction,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0252,P4 - Monitor,Increase order quantity,Cost saving,1,0.1076,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00213,Office Supplies,Stable,Low,Demand Volatility,0.95,30,279,1268,3954,0.9992,0.0041,76,17.01,5845.06,0.9,217.0,1206.0,1977.0,15.0,0.9974,0.0055,254.0,9.73,6305.44,48.0,94896.0,0.0208,0.04,-178.0,460.38,-460.38,-7.28,-0.0018,-62.0,Reduce order quantity and increase ordering frequency,-0.0018,-2.3421,-0.428,-1977.0,-0.5,-0.2222,Inventory reduction,Service deterioration,Limited financial benefit,0.0014,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1196,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.28 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00733,Office Supplies,Stable,Low,Demand Volatility,0.95,30,870,3958,12353,0.9994,0.0027,177,16.8,16204.25,0.9,678.0,3766.0,6177.0,15.0,0.9963,0.0055,1112.0,9.63,20248.32,48.0,296496.0,0.0208,0.02,-935.0,4044.08,-4044.08,-7.17,-0.0031,-192.0,Reduce order quantity and increase ordering frequency,-0.0031,-5.2825,-0.4268,-6176.0,-0.5,-0.2207,Inventory reduction,Service deterioration,Limited financial benefit,0.0007,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1336,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.17 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00884,Electronics,Stable,Low,Demand Volatility,0.95,30,67,296,918,0.9984,0.0041,35,17.72,2034.1,0.9,52.0,281.0,459.0,15.0,0.9982,0.0041,40.0,9.94,2207.99,48.0,22032.0,0.0208,0.04,-5.0,173.89,-173.89,-7.78,-0.0002,-15.0,Reduce order quantity and increase ordering frequency,-0.0002,-0.1429,-0.4391,-459.0,-0.5,-0.2239,Inventory reduction,Service deterioration,Limited financial benefit,0.0014,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1023,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.78 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01041,Personal Care,Stable,Low,Demand Volatility,0.95,30,541,2457,7663,0.9986,0.0055,264,17.07,11961.18,0.9,422.0,2338.0,3831.0,15.0,0.9963,0.0096,688.0,9.45,12909.64,48.0,183888.0,0.0208,0.02,-424.0,948.45,-948.45,-7.62,-0.0023,-119.0,Reduce order quantity and increase ordering frequency,-0.0023,-1.6061,-0.4464,-3832.0,-0.5001,-0.22,Inventory reduction,Service deterioration,Limited financial benefit,0.0007,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1249,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.62 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01143,Office Supplies,Stable,Low,Demand Volatility,0.95,30,92,418,1305,0.9984,0.0041,51,17.37,2620.5,0.9,72.0,398.0,652.0,15.0,0.9969,0.0082,99.0,9.49,3015.52,48.0,31296.0,0.0208,0.02,-48.0,395.02,-395.02,-7.87,-0.0015,-20.0,Reduce order quantity and increase ordering frequency,-0.0015,-0.9412,-0.4531,-653.0,-0.5004,-0.2174,Inventory reduction,Service deterioration,Limited financial benefit,0.0007,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1163,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.87 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01144,Personal Care,Stable,Low,Demand Volatility,0.95,30,191,867,2706,0.9982,0.0027,118,17.3,4901.09,0.9,149.0,825.0,1353.0,15.0,0.9961,0.0096,254.0,9.45,5444.07,48.0,64944.0,0.0208,0.04,-136.0,542.98,-542.98,-7.86,-0.0021,-42.0,Reduce order quantity and increase ordering frequency,-0.0021,-1.1525,-0.4543,-1353.0,-0.5,-0.2199,Inventory reduction,Service deterioration,Limited financial benefit,0.0014,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1228,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.86 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01375,Electronics,Stable,Low,Demand Volatility,0.95,30,11,48,150,0.9995,0.0027,2,16.99,789.37,0.9,9.0,46.0,224.0,45.0,0.9967,0.0055,12.0,24.08,760.08,16.0,3584.0,0.0,0.0,-10.0,-29.29,29.29,7.09,-0.0027,-2.0,Increase order quantity to reduce ordering frequency,-0.0027,-5.0,0.4173,74.0,0.4933,-0.1818,Inventory increase,Service deterioration,Cost reduction,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Increase order quantity,Cost saving,1,0.1292,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01432,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,782,3462,7656,0.9939,0.0082,1131,17.55,20867.88,0.9,609.0,3289.0,3828.0,15.0,0.9876,0.0164,2310.0,10.62,29697.77,47.0,179916.0,0.0213,0.04,-1179.0,8829.89,-8829.89,-6.93,-0.0063,-173.0,Reduce order quantity and increase ordering frequency,-0.0063,-1.0424,-0.3949,-3828.0,-0.5,-0.2212,Inventory reduction,Service deterioration,Limited financial benefit,0.0014,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1682,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 6.93 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01453,Accessories,Stable,Low,Supplier,0.95,30,381,1720,5358,0.9971,0.0068,383,16.95,10482.82,0.9,297.0,1636.0,2679.0,15.0,0.995,0.0082,655.0,9.63,11191.34,48.0,128592.0,0.0208,0.02,-272.0,708.52,-708.52,-7.31,-0.0021,-84.0,Reduce order quantity and increase ordering frequency,-0.0021,-0.7102,-0.4313,-2679.0,-0.5,-0.2205,Inventory reduction,Service deterioration,Limited financial benefit,0.0007,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0251,P4 - Monitor,Reduce order quantity,Limited benefit,1,0.1228,Low,Reduce order quantity and increase ordering frequency. The policy reduces inventory exposure by 7.31 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01486,Home Appliances,Stable,Low,Demand Volatility,0.95,30,10,44,137,0.9982,0.0027,6,17.44,819.69,0.9,8.0,42.0,206.0,45.0,0.9949,0.0055,17.0,24.4,793.45,16.0,3296.0,0.0,0.0,-11.0,-26.25,26.25,6.96,-0.0033,-2.0,Increase order quantity to reduce ordering frequency,-0.0033,-1.8333,0.3991,69.0,0.5036,-0.2,Inventory increase,Service deterioration,Cost reduction,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Increase order quantity,Cost saving,1,0.1357,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,5
P01659,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,35,154,340,0.9943,0.0055,47,17.95,1476.24,0.9,27.0,146.0,509.0,45.0,0.9939,0.0068,50.0,24.8,1461.34,16.0,8144.0,0.0,0.0,-3.0,-14.9,14.9,6.85,-0.0004,-8.0,Increase order quantity to reduce ordering frequency,-0.0004,-0.0638,0.3816,169.0,0.4971,-0.2286,Inventory increase,Service deterioration,Cost reduction,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Increase order quantity,Cost saving,1,0.1043,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00001,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,94,412,908,0.9905,0.011,211,17.8,3787.64,0.9,73.0,391.0,1362.0,45.0,0.99,0.011,221.0,24.95,4120.57,16.0,21792.0,0.0,0.0,-10.0,332.93,-332.93,7.15,-0.0005,-21.0,Increase order quantity to reduce ordering frequency,-0.0005,-0.0474,0.4017,454.0,0.5,-0.2234,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1054,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00007,Electronics,Stable,Low,Supplier,0.95,30,55,241,744,0.9961,0.0041,70,17.04,2145.31,0.9,43.0,229.0,1116.0,45.0,0.9941,0.0068,106.0,24.08,2654.95,16.0,17856.0,0.0,0.0,-36.0,509.64,-509.64,7.05,-0.002,-12.0,Increase order quantity to reduce ordering frequency,-0.002,-0.5143,0.4137,372.0,0.5,-0.2182,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1216,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00009,Personal Care,Trending,Low,Supplier,0.95,30,546,2099,5482,0.9978,0.0041,287,17.44,9842.71,0.9,426.0,1979.0,5482.0,30.0,0.996,0.0068,534.0,17.85,12461.56,24.0,131568.0,0.0,0.0,-247.0,2618.85,-2618.85,0.41,-0.0019,-120.0,Maintain current inventory policy,-0.0019,-0.8606,0.0235,0.0,0.0,-0.2198,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1205,Low,Maintain current inventory policy. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00050,Electronics,Stable,Low,Demand Volatility,0.95,30,49,218,678,1.0,0.0,0,17.57,1393.61,0.9,39.0,208.0,1016.0,45.0,0.9922,0.0096,128.0,23.93,2760.94,16.0,16256.0,0.0,0.0,-128.0,1367.33,-1367.33,6.36,-0.0078,-10.0,Increase order quantity to reduce ordering frequency,-0.0078,0.0,0.362,338.0,0.4985,-0.2041,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1843,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00057,Electronics,Stable,Low,Supplier,0.95,30,34,150,463,0.9996,0.0014,4,17.19,1170.52,0.9,26.0,142.0,694.0,45.0,0.9977,0.0027,26.0,24.13,1404.63,16.0,11104.0,0.0,0.0,-22.0,234.11,-234.11,6.94,-0.002,-8.0,Increase order quantity to reduce ordering frequency,-0.002,-5.5,0.4037,231.0,0.4989,-0.2353,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1216,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00095,Office Supplies,Stable,Low,Demand Volatility,0.95,30,1038,4721,14733,0.9992,0.0014,298,16.97,20245.33,0.9,809.0,4492.0,14733.0,30.0,0.9987,0.0041,468.0,17.2,22178.34,24.0,353592.0,0.0,0.0,-170.0,1933.01,-1933.01,0.24,-0.0005,-229.0,Maintain current inventory policy,-0.0005,-0.5705,0.0141,0.0,0.0,-0.2206,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1054,Low,Maintain current inventory policy. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00098,Home Appliances,Stable,Low,Demand Volatility,0.95,30,40,178,551,0.9999,0.0014,1,17.61,1256.98,0.9,31.0,169.0,551.0,30.0,0.9993,0.0027,10.0,16.86,1319.71,24.0,13224.0,0.0,0.0,-9.0,62.72,-62.72,-0.74,-0.0007,-9.0,Maintain current inventory policy,-0.0007,-9.0,-0.042,0.0,0.0,-0.225,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1076,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.74 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00108,Office Supplies,Trending,Low,Demand Volatility,0.95,30,570,2190,5718,0.9978,0.0027,303,17.97,10479.3,0.9,444.0,2064.0,5718.0,30.0,0.997,0.0041,424.0,17.94,11679.43,24.0,137232.0,0.0,0.0,-121.0,1200.13,-1200.13,-0.03,-0.0009,-126.0,Maintain current inventory policy,-0.0009,-0.3993,-0.0017,0.0,0.0,-0.2211,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1097,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.03 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00114,Accessories,Stable,Low,Supplier,0.95,30,308,1389,4324,0.9989,0.0041,114,17.03,6650.36,0.9,240.0,1321.0,6486.0,45.0,0.9989,0.0014,119.0,24.48,8646.89,16.0,103776.0,0.0,0.0,-5.0,1996.53,-1996.53,7.45,-0.0,-68.0,Increase order quantity to reduce ordering frequency,-0.0,-0.0439,0.4375,2162.0,0.5,-0.2208,Inventory increase,Service unchanged,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00150,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,83,362,796,0.9977,0.0041,44,18.44,2018.8,0.9,65.0,344.0,1194.0,45.0,0.9887,0.0123,219.0,25.83,3960.93,16.0,19104.0,0.0,0.0,-175.0,1942.13,-1942.13,7.39,-0.009,-18.0,Increase order quantity to reduce ordering frequency,-0.009,-3.9773,0.4008,398.0,0.5,-0.2169,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1973,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00154,Personal Care,Stable,Low,Demand Volatility,0.95,30,392,1779,5549,0.9988,0.0014,157,17.3,8568.77,0.9,305.0,1692.0,8323.0,45.0,0.9964,0.0055,489.0,23.71,14060.21,16.0,133168.0,0.0,0.0,-332.0,5491.44,-5491.44,6.41,-0.0025,-87.0,Increase order quantity to reduce ordering frequency,-0.0025,-2.1146,0.3705,2774.0,0.4999,-0.2219,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.127,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00163,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,931,4121,9116,0.9998,0.0027,38,17.85,11826.39,0.9,726.0,3916.0,13673.0,45.0,0.9945,0.0055,1225.0,25.61,28211.56,16.0,218768.0,0.0,0.0,-1187.0,16385.18,-16385.18,7.76,-0.0054,-205.0,Increase order quantity to reduce ordering frequency,-0.0054,-31.2368,0.4347,4557.0,0.4999,-0.2202,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1584,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00166,Accessories,Trending,Low,Supplier,0.95,30,883,3374,8792,0.9962,0.0041,821,18.59,19705.99,0.9,688.0,3179.0,8792.0,30.0,0.9933,0.0096,1436.0,16.9,24864.44,24.0,211008.0,0.0,0.0,-615.0,5158.45,-5158.45,-1.69,-0.0029,-195.0,Maintain current inventory policy,-0.0029,-0.7491,-0.0909,0.0,0.0,-0.2208,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1314,Low,Maintain current inventory policy. The policy reduces inventory exposure by 1.69 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00176,Electronics,Seasonal,Low,Supplier,0.95,30,40,176,388,0.9958,0.0068,40,18.38,1475.25,0.9,32.0,168.0,388.0,30.0,0.9845,0.0164,146.0,17.66,2516.79,24.0,9312.0,0.0,0.0,-106.0,1041.55,-1041.55,-0.71,-0.0112,-8.0,Maintain current inventory policy,-0.0112,-2.65,-0.0386,0.0,0.0,-0.2,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.2211,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.71 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00179,Accessories,Trending,Low,Supplier,0.95,30,513,1951,5075,0.9947,0.0082,658,17.69,13166.98,0.9,399.0,1837.0,7613.0,45.0,0.9923,0.0096,945.0,24.78,18233.57,16.0,121808.0,0.0,0.0,-287.0,5066.59,-5066.59,7.08,-0.0023,-114.0,Increase order quantity to reduce ordering frequency,-0.0023,-0.4362,0.4002,2538.0,0.5001,-0.2222,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1249,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00181,Home Appliances,Stable,Low,Supplier,0.95,30,16,72,226,0.9993,0.0014,4,17.79,907.69,0.9,13.0,69.0,339.0,45.0,0.9971,0.0041,16.0,23.54,914.22,16.0,5424.0,0.0,0.0,-12.0,6.53,-6.53,5.75,-0.0022,-3.0,Increase order quantity to reduce ordering frequency,-0.0022,-3.0,0.3232,113.0,0.5,-0.1875,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1238,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00205,Personal Care,Stable,Low,Demand Volatility,0.95,30,87,394,1228,0.9982,0.0041,55,17.08,2548.39,0.9,68.0,375.0,1842.0,45.0,0.998,0.0027,61.0,24.13,2985.37,16.0,29472.0,0.0,0.0,-6.0,436.98,-436.98,7.05,-0.0002,-19.0,Increase order quantity to reduce ordering frequency,-0.0002,-0.1091,0.4128,614.0,0.5,-0.2184,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1022,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00211,Personal Care,Trending,Low,Supplier,0.95,30,371,1427,3727,0.9943,0.0055,514,18.56,10350.61,0.9,289.0,1345.0,3727.0,30.0,0.9914,0.0096,779.0,17.53,12744.58,24.0,89448.0,0.0,0.0,-265.0,2393.97,-2393.97,-1.03,-0.0029,-82.0,Maintain current inventory policy,-0.0029,-0.5156,-0.0555,0.0,0.0,-0.221,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1314,Low,Maintain current inventory policy. The policy reduces inventory exposure by 1.03 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00226,Electronics,Stable,Low,Supplier,0.95,30,37,161,498,0.9988,0.0041,15,17.32,1324.87,0.9,28.0,152.0,498.0,30.0,0.9955,0.0055,55.0,16.68,1703.8,24.0,11952.0,0.0,0.0,-40.0,378.93,-378.93,-0.63,-0.0033,-9.0,Maintain current inventory policy,-0.0033,-2.6667,-0.0364,0.0,0.0,-0.2432,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1357,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.63 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00230,Personal Care,Seasonal,Low,Supplier,0.95,30,389,1724,3813,0.9944,0.0068,521,18.25,10448.65,0.9,303.0,1638.0,3813.0,30.0,0.9889,0.0137,1028.0,17.09,15225.75,24.0,91512.0,0.0,0.0,-507.0,4777.09,-4777.09,-1.15,-0.0055,-86.0,Maintain current inventory policy,-0.0055,-0.9731,-0.063,0.0,0.0,-0.2211,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1595,Low,Maintain current inventory policy. The policy reduces inventory exposure by 1.15 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00284,Electronics,Stable,Low,Supplier,0.95,30,33,147,454,0.9958,0.0055,46,17.29,1583.82,0.9,26.0,140.0,681.0,45.0,0.9951,0.0055,54.0,24.84,1692.48,16.0,10896.0,0.0,0.0,-8.0,108.66,-108.66,7.55,-0.0007,-7.0,Increase order quantity to reduce ordering frequency,-0.0007,-0.1739,0.4367,227.0,0.5,-0.2121,Inventory increase,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1076,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00304,Personal Care,Stable,Low,Demand Volatility,0.95,30,541,2458,7669,0.9983,0.0027,315,17.19,12535.98,0.9,422.0,2339.0,7669.0,30.0,0.9969,0.0082,578.0,16.83,14983.32,24.0,184056.0,0.0,0.0,-263.0,2447.35,-2447.35,-0.36,-0.0014,-119.0,Maintain current inventory policy,-0.0014,-0.8349,-0.0209,0.0,0.0,-0.22,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1151,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.36 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
P00309,Office Supplies,Trending,Low,Supplier,0.95,30,575,2204,5751,0.9964,0.0055,505,17.92,12520.78,0.9,448.0,2077.0,5751.0,30.0,0.9935,0.0096,904.0,17.25,16251.89,24.0,138024.0,0.0,0.0,-399.0,3731.12,-3731.12,-0.68,-0.0029,-127.0,Maintain current inventory policy,-0.0029,-0.7901,-0.0379,0.0,0.0,-0.2209,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1314,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.68 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,5
