action_rank,priority_rank,management_priority,product_id,product_name,category,demand_class,risk_score,risk_class,confidence_score,confidence_class,business_impact_score,business_impact_class,primary_risk_driver,primary_risk_driver_score,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,forecast_change_pct,wape,inventory_risk_score,stockout_risk,service_risk,supplier_risk,volatility_risk,excess_inventory_risk,inventory_days,fill_rate,estimated_financial_exposure,at_risk_value,lost_sales_exposure,supplier_delay_exposure,inventory_obsolescence_exposure,optimization_opportunity,compound_risk_count,compound_risk_score,recommended_action
1557,4,P4 - Routine,P01757,CarryPro Bags 01757,Accessories,Trending,3.95,Low,76.0,Medium,85.66,Very High,Forecast Accuracy,20.0,0,0.0358,0.1526,0.0,12.5495,2.39,3.0893,0.0,0.0,9.7226,0.0,18.4085,0.9855,5392941.76,40986.3574,5392941.76,0.0,0.0,26846.99,0,0.0,Monitor forecast accuracy and review model error drivers
1558,4,P4 - Routine,P01179,OfficePro Storage 01179,Office Supplies,Trending,3.95,Low,76.0,Medium,40.41,Medium,Forecast Accuracy,20.0,0,0.0369,0.6739,0.0,10.7285,1.44,0.5072,0.0,0.0,8.5941,0.0,18.4758,0.9977,370609.38,2890.7532,370609.38,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1559,4,P4 - Routine,P00747,ComfortMax Washing Machines 00747,Home Appliances,Stable,3.94,Low,76.0,Medium,55.03,Medium,Supplier,9.17,0,0.0835,0.9876,0.0,7.3859,2.87,1.241,0.0,9.1667,7.5152,0.0,16.3435,0.9944,1111741.9206,8560.4128,749671.06,362070.8606,0.0,238.33,0,0.0,Monitor supplier performance and lead-time stability
1560,4,P4 - Routine,P00641,Apex Audio 00641,Electronics,Stable,3.94,Low,88.0,High,56.79,Medium,Forecast Accuracy,20.0,0,0.0927,0.4577,0.0,16.2735,1.61,0.5885,0.0,0.8333,8.7503,0.0,17.0774,0.9969,746099.1,5744.9631,746099.1,0.0,0.0,59.29,0,0.0,Monitor forecast accuracy and review model error drivers
1561,4,P4 - Routine,P01928,DermaX Skincare 01928,Personal Care,Stable,3.93,Low,76.0,Medium,6.52,Low,Supplier,10.21,0,0.1122,1.197,0.0,7.5455,2.41,0.0,0.0,10.2083,5.871,0.0,16.7757,1.0,28600.1004,223.0808,0.0,28600.1004,0.0,115.0,0,0.0,Monitor supplier performance and lead-time stability
1562,4,P4 - Routine,P01755,UrbanGear Mobile Accessories 01755,Accessories,Trending,3.92,Low,88.0,High,88.47,Very High,Forecast Accuracy,20.0,0,0.0893,0.2236,0.0,13.5083,2.03,1.6587,0.0,0.2083,9.9909,0.0,18.1971,0.9916,4538457.95,34492.2804,4538457.95,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1563,4,P4 - Routine,P00790,CarryPro Bags 00790,Accessories,Stable,3.92,Low,88.0,High,24.21,Low,Forecast Accuracy,20.0,0,0.0145,0.1686,0.0,10.7733,1.75,0.5436,0.0,4.1667,6.4063,0.0,17.3663,0.9973,212966.72,1639.8437,107590.0,105376.72,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1564,4,P4 - Routine,P01298,Vertex TVs 01298,Electronics,Stable,3.91,Low,76.0,Medium,93.92,Very High,Forecast Accuracy,20.0,0,0.0681,0.53,0.0,15.3209,1.62,1.173,0.0,0.0,8.4655,0.0,17.6494,0.9951,5153411.34,38650.585,5153411.34,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1565,4,P4 - Routine,P01474,HomePro Microwaves 01474,Home Appliances,Stable,3.91,Low,76.0,Medium,53.66,Medium,Supplier,13.75,0,0.0628,0.1807,0.0,7.9957,3.37,0.5641,0.0,13.75,7.5645,0.0,17.0896,0.9971,799630.0752,6077.1886,493975.26,305654.8152,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1566,4,P4 - Routine,P01397,ComfortMax Microwaves 01397,Home Appliances,Stable,3.91,Low,76.0,Medium,37.36,Low,Demand Anomaly,9.9,0,0.0716,1.9753,0.0,7.9107,1.96,0.675,0.0,4.1667,7.5398,0.0,17.3573,0.9974,379297.7475,2882.6629,251653.5,127644.2475,0.0,6.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1567,4,P4 - Routine,P00794,Glow Oral Care 00794,Personal Care,Stable,3.91,Low,76.0,Medium,1.35,Low,Supplier,8.33,0,0.1262,1.5692,0.0,7.0798,2.09,0.0,0.0,8.3333,5.6097,0.0,17.235,1.0,3920.3827,30.1869,0.0,3920.3827,0.0,2352.17,0,0.0,Monitor supplier performance and lead-time stability
1568,4,P4 - Routine,P01830,ComfortMax Air Conditioners 01830,Home Appliances,Seasonal,3.9,Low,76.0,Medium,28.5,Low,Forecast Accuracy,20.0,0,0.0595,0.265,0.0,10.8757,1.84,0.4639,0.0,0.0,11.3206,0.0,18.5651,0.9981,161234.9,1225.3852,161234.9,0.0,0.0,1091.93,0,0.0,Monitor forecast accuracy and review model error drivers
1569,4,P4 - Routine,P01964,ComfortMax Microwaves 01964,Home Appliances,Seasonal,3.89,Low,76.0,Medium,35.7,Low,Forecast Accuracy,20.0,0,0.0071,0.0357,0.0,11.5007,2.38,2.4141,0.0,0.0,11.0453,0.0,18.4867,0.9868,600530.1,4564.0288,600530.1,0.0,0.0,684.97,0,0.0,Monitor forecast accuracy and review model error drivers
1570,4,P4 - Routine,P00948,CarryPro Chargers 00948,Accessories,Stable,3.88,Low,76.0,Medium,79.02,High,Supplier,11.25,0,0.0391,0.7034,0.0,9.4549,2.97,1.1308,0.0,11.25,6.3022,0.0,16.7504,0.9955,2349307.6567,17619.8074,1625551.58,723756.0766,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1571,4,P4 - Routine,P00498,NovaTech Audio 00498,Electronics,Trending,3.88,Low,88.0,High,49.61,Medium,Forecast Accuracy,20.0,0,0.0467,0.3132,0.0,15.6281,1.81,0.9728,0.0,0.2083,9.9418,0.0,18.1399,0.9958,713899.36,5354.2452,713899.36,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1572,4,P4 - Routine,P01783,Glow Haircare 01783,Personal Care,Trending,3.88,Low,76.0,Medium,11.68,Low,Forecast Accuracy,20.0,0,0.0268,0.6587,0.0,11.5528,1.39,0.4381,0.0,0.0,8.374,0.0,18.4144,0.9984,47806.66,363.3306,47806.66,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1573,4,P4 - Routine,P01013,CarryPro Mobile Accessories 01013,Accessories,Stable,3.87,Low,76.0,Medium,60.22,High,Supplier,7.29,0,0.0579,1.3918,0.0,9.3276,2.48,1.4335,0.0,7.2917,6.3909,0.0,16.6845,0.9953,1270179.9492,9526.3496,816041.58,454138.3692,0.0,1051.85,0,0.0,Monitor supplier performance and lead-time stability
1574,4,P4 - Routine,P00041,Vertex Audio 00041,Electronics,Stable,3.85,Low,76.0,Medium,80.13,Very High,Forecast Accuracy,20.0,0,0.0188,0.5179,0.0,15.7067,1.5,0.7135,0.0,0.0,8.5956,0.0,17.5053,0.997,1927561.19,14263.9528,1927561.19,0.0,0.0,580.52,0,0.0,Monitor forecast accuracy and review model error drivers
1575,4,P4 - Routine,P01851,ComfortMax Air Conditioners 01851,Home Appliances,Stable,3.84,Low,76.0,Medium,20.93,Low,Supplier,10.62,0,0.104,0.4643,0.0,8.9247,3.41,2.0789,0.0,10.625,7.9669,0.0,16.9756,0.9902,245525.937,1841.4445,192455.01,53070.927,0.0,82.29,0,0.0,Monitor supplier performance and lead-time stability
1576,4,P4 - Routine,P01399,DermaX Oral Care 01399,Personal Care,Stable,3.84,Low,76.0,Medium,1.21,Low,Supplier,12.71,0,0.0583,0.5492,0.0,7.4898,3.05,0.9527,0.0,12.7083,5.7415,0.0,16.4142,0.9973,7271.788,54.5384,4138.59,3133.198,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1577,4,P4 - Routine,P01617,CarryPro Mobile Accessories 01617,Accessories,Stable,3.82,Low,76.0,Medium,38.3,Low,Forecast Accuracy,20.0,0,0.1195,0.9043,0.0,10.2963,0.96,0.0,0.0,0.0,6.402,0.0,17.8078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1578,4,P4 - Routine,P00067,Zenith Smartphones 00067,Electronics,Stable,3.81,Low,88.0,High,69.95,High,Forecast Accuracy,20.0,0,0.0294,0.3854,0.0,15.3723,1.61,0.8886,0.0,0.625,8.3314,0.0,17.2357,0.9966,1267101.03,9249.8375,1267101.03,0.0,0.0,170.1,0,0.0,Monitor forecast accuracy and review model error drivers
1579,4,P4 - Routine,P00028,DermaX Skincare 00028,Personal Care,Stable,3.81,Low,76.0,Medium,27.83,Low,Supplier,14.38,0,0.0437,0.148,0.0,6.107,3.4,1.2961,0.0,14.375,5.7058,0.0,16.9521,0.9953,301187.3902,2228.7867,204153.57,97033.8202,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1580,4,P4 - Routine,P01847,Apex Laptops 01847,Electronics,Stable,3.8,Low,88.0,High,95.27,Very High,Forecast Accuracy,20.0,0,0.0526,0.0,0.0,15.8579,2.01,1.4047,0.0,1.875,8.7174,0.0,17.1018,0.9928,6335440.79,45615.1737,6335440.79,0.0,0.0,616.06,0,0.0,Monitor forecast accuracy and review model error drivers
1581,4,P4 - Routine,P01207,WriteWell Desk Accessories 01207,Office Supplies,Trending,3.79,Low,76.0,Medium,49.96,Medium,Forecast Accuracy,20.0,0,0.0769,0.4323,0.0,10.8287,1.61,1.0459,0.0,0.0,8.6291,0.0,18.5848,0.995,785924.36,5737.2478,785924.36,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1582,4,P4 - Routine,P00259,Glow Oral Care 00259,Personal Care,Stable,3.79,Low,76.0,Medium,12.4,Low,Supplier,9.17,0,0.1008,1.2526,0.0,6.5378,2.28,0.1746,0.0,9.1667,5.6902,0.0,17.0899,0.9996,59288.3758,432.8051,9289.5,49998.8758,0.0,343.99,0,0.0,Monitor supplier performance and lead-time stability
1583,4,P4 - Routine,P00999,UrbanGear Chargers 00999,Accessories,Stable,3.78,Low,88.0,High,75.63,High,Forecast Accuracy,20.0,0,0.0352,0.0347,0.0,10.1302,1.66,0.242,0.0,4.1667,6.4111,0.0,17.371,0.9989,1725172.0224,12421.2386,492033.72,1233138.3024,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1584,4,P4 - Routine,P00847,Zenith TVs 00847,Electronics,Stable,3.77,Low,76.0,Medium,84.32,Very High,Forecast Accuracy,20.0,0,0.0557,0.3212,0.0,16.0869,1.78,1.6471,0.0,0.0,8.5575,0.0,18.074,0.9917,3275058.93,23252.9184,3275058.93,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1585,4,P4 - Routine,P01330,PureLife Skincare 01330,Personal Care,Seasonal,3.77,Low,88.0,High,7.59,Low,Forecast Accuracy,20.0,0,0.0438,0.1235,0.0,10.642,1.93,1.1345,0.0,0.625,9.9865,0.0,18.0467,0.9941,51941.61,379.1738,51941.61,0.0,0.0,5182.77,0,0.0,Monitor forecast accuracy and review model error drivers
1586,4,P4 - Routine,P00692,ComfortMax Refrigerators 00692,Home Appliances,Stable,3.76,Low,76.0,Medium,42.59,Medium,Supplier,9.79,0,0.098,0.7227,0.0,7.3577,2.91,1.0653,0.0,9.7917,7.476,0.0,17.0757,0.9962,589216.732,4242.3605,385542.08,203674.652,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1587,4,P4 - Routine,P00939,Vertex Audio 00939,Electronics,Stable,3.76,Low,88.0,High,54.02,Medium,Forecast Accuracy,20.0,0,0.0101,0.0482,0.0,16.0592,1.79,0.5537,0.0,2.2917,8.5414,0.0,17.0111,0.9986,444822.64,3202.723,444822.64,0.0,0.0,92.5,0,0.0,Monitor forecast accuracy and review model error drivers
1588,4,P4 - Routine,P00127,TechMate Chargers 00127,Accessories,Trending,3.76,Low,88.0,High,32.06,Low,Forecast Accuracy,20.0,0,0.0307,0.1124,0.0,13.123,1.87,0.9221,0.0,1.0417,9.55,0.0,17.9136,0.9963,323130.52,2326.5397,323130.52,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1589,4,P4 - Routine,P00587,NovaTech Smartphones 00587,Electronics,Stable,3.75,Low,76.0,Medium,46.79,Medium,Forecast Accuracy,20.0,0,0.0832,0.3613,0.0,16.146,1.7,1.3776,0.0,0.0,8.5589,0.0,17.5343,0.9944,675124.86,4860.899,675124.86,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1590,4,P4 - Routine,P01616,WriteWell Writing 01616,Office Supplies,Trending,3.73,Low,76.0,Medium,39.22,Low,Demand Volatility,8.39,0,0.1383,0.9488,0.0,9.271,2.57,0.2053,0.0,8.3333,8.3896,0.0,18.6644,0.9993,391116.4362,2776.9267,92623.86,298492.5762,0.0,1247.86,0,0.0,Review demand variability and increase forecast monitoring frequency
1591,4,P4 - Routine,P00813,Vertex Laptops 00813,Electronics,Stable,3.73,Low,76.0,Medium,44.9,Medium,Forecast Accuracy,20.0,0,0.0601,0.4643,0.0,15.8066,1.38,0.2,0.0,0.0,8.7676,0.0,17.4355,0.9994,189910.88,1348.3672,189910.88,0.0,0.0,281.16,0,0.0,Monitor forecast accuracy and review model error drivers
1592,4,P4 - Routine,P00407,Arctic Refrigerators 00407,Home Appliances,Stable,3.73,Low,88.0,High,25.9,Low,Forecast Accuracy,20.0,0,0.1053,0.2857,0.0,13.2951,1.64,0.749,0.0,0.625,8.7965,0.0,17.1487,0.9966,189380.17,1344.5992,189380.17,0.0,0.0,149.98,0,0.0,Monitor forecast accuracy and review model error drivers
1593,4,P4 - Routine,P01713,DeskMate Desk Accessories 01713,Office Supplies,Stable,3.72,Low,76.0,Medium,20.44,Low,Supplier,10.83,0,0.024,0.9298,0.0,6.4871,2.46,0.1651,0.0,10.8333,5.2612,0.0,16.6611,0.9997,106456.9099,755.8441,12983.5,93473.4099,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1594,4,P4 - Routine,P00785,Apex Smartphones 00785,Electronics,Trending,3.72,Low,76.0,Medium,13.7,Low,Forecast Accuracy,20.0,0,0.0566,0.2168,0.0,18.3281,1.71,0.5285,0.0,0.0,10.3586,0.0,18.5867,0.9975,73753.7,523.6513,73753.7,0.0,0.0,511.5,0,0.0,Monitor forecast accuracy and review model error drivers
1595,4,P4 - Routine,P00767,DeskMate Desk Accessories 00767,Office Supplies,Stable,3.71,Low,76.0,Medium,81.16,Very High,Supplier,11.04,0,0.0365,0.6728,0.0,6.2214,2.88,1.4266,0.0,11.0417,5.2832,0.0,16.7464,0.994,2836188.2873,19853.318,2124829.64,711358.6473,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1596,4,P4 - Routine,P01732,DermaX Skincare 01732,Personal Care,Trending,3.71,Low,76.0,Medium,20.93,Low,Demand Volatility,8.49,0,0.1143,0.8873,0.0,9.7275,2.71,0.6109,0.0,8.3333,8.4938,0.0,18.4052,0.998,156319.9322,1109.8715,85578.66,70741.2721,0.0,0.0,0,0.0,Review demand variability and increase forecast monitoring frequency
1597,4,P4 - Routine,P00055,PureLife Haircare 00055,Personal Care,Stable,3.71,Low,76.0,Medium,9.26,Low,Demand Anomaly,9.7,0,0.1404,1.9315,0.0,7.3451,1.7,0.3343,0.0,5.0,5.6976,0.0,17.0407,0.9994,35852.8702,254.5554,11084.42,24768.4502,0.0,0.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1598,4,P4 - Routine,P01832,PureLife Grooming 01832,Personal Care,Trending,3.71,Low,88.0,High,4.47,Low,Forecast Accuracy,20.0,0,0.0827,0.3228,0.0,11.4574,1.56,0.6745,0.0,1.0417,7.9982,0.0,17.7721,0.9987,13931.33,98.9124,13931.33,0.0,0.0,1060.77,0,0.0,Monitor forecast accuracy and review model error drivers
1599,4,P4 - Routine,P00643,NovaTech Smartphones 00643,Electronics,Trending,3.7,Low,76.0,Medium,28.82,Low,Forecast Accuracy,20.0,0,0.107,0.2168,0.0,17.9508,1.66,0.4457,0.0,0.0,10.181,0.0,18.8086,0.9983,170683.2,1211.8507,170683.2,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1600,4,P4 - Routine,P00756,PaperWorks Writing 00756,Office Supplies,Stable,3.69,Low,76.0,Medium,62.21,High,Supplier,14.79,0,0.0314,0.1212,0.0,6.9956,3.1,0.3323,0.0,14.7917,5.2048,0.0,16.8439,0.9994,875285.888,6127.0012,180243.12,695042.768,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1601,4,P4 - Routine,P01596,CarePlus Haircare 01596,Personal Care,Trending,3.69,Low,88.0,High,0.83,Low,Forecast Accuracy,20.0,0,0.0566,0.1397,0.0,10.4412,1.74,0.8334,0.0,1.6667,8.243,0.0,17.7473,0.9958,3641.51,25.8547,3641.51,0.0,0.0,387.58,0,0.0,Monitor forecast accuracy and review model error drivers
1602,4,P4 - Routine,P00789,PureLife Grooming 00789,Personal Care,Stable,3.68,Low,76.0,Medium,20.41,Low,Supplier,14.79,0,0.015,0.0111,0.0,8.7604,3.32,0.8089,0.0,14.7917,5.7029,0.0,16.7487,0.9974,158191.8,1107.3426,84731.4,73460.4,0.0,7264.13,0,0.0,Monitor supplier performance and lead-time stability
1603,4,P4 - Routine,P01901,CarePlus Grooming 01901,Personal Care,Stable,3.68,Low,76.0,Medium,23.59,Low,Supplier,9.37,0,0.0887,1.053,0.0,8.0191,2.42,0.5739,0.0,9.375,5.6146,0.0,17.0921,0.9984,154136.0882,1078.9526,84209.93,69926.1582,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1604,4,P4 - Routine,P01311,NovaTech Laptops 01311,Electronics,Stable,3.67,Low,76.0,Medium,62.86,High,Forecast Accuracy,20.0,0,0.037,0.265,0.0,17.0694,1.7,1.3017,0.0,0.0,8.7217,0.0,17.6208,0.9938,1265797.52,8734.0029,1265797.52,0.0,0.0,641.33,0,0.0,Monitor forecast accuracy and review model error drivers
1605,4,P4 - Routine,P01845,TechMate Cables 01845,Accessories,Trending,3.67,Low,76.0,Medium,69.33,High,Forecast Accuracy,20.0,0,0.0949,0.2034,0.0,13.2213,1.63,0.5164,0.0,0.0,9.8227,0.0,18.8112,0.9976,1208195.1,8336.5462,1208195.1,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1606,4,P4 - Routine,P01062,CarryPro Chargers 01062,Accessories,Stable,3.65,Low,76.0,Medium,66.99,High,Supplier,11.25,0,0.0625,0.468,0.0,9.0218,3.02,1.323,0.0,11.25,6.2441,0.0,16.717,0.995,1691530.2612,11502.4058,1109356.17,582174.0912,0.0,303.12,0,0.0,Monitor supplier performance and lead-time stability
1607,4,P4 - Routine,P01171,CarePlus Grooming 01171,Personal Care,Stable,3.65,Low,76.0,Medium,2.55,Low,Supplier,8.33,0,0.0874,1.2767,0.0,6.4175,2.16,0.2056,0.0,8.3333,5.6292,0.0,17.827,0.9993,11116.8508,77.818,3751.22,7365.6308,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1608,4,P4 - Routine,P01243,OfficePro Desk Accessories 01243,Office Supplies,Trending,3.64,Low,76.0,Medium,22.93,Low,Forecast Accuracy,20.0,0,0.0675,0.3691,0.0,10.8661,1.43,0.4727,0.0,0.0,8.6153,0.0,18.1906,0.998,132998.72,917.6912,132998.72,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1609,4,P4 - Routine,P01115,Glow Grooming 01115,Personal Care,Stable,3.64,Low,76.0,Medium,17.19,Low,Supplier,8.54,0,0.0966,1.1616,0.0,6.731,2.35,0.7655,0.0,8.5417,5.5897,0.0,17.2742,0.9978,104026.1664,717.7805,64153.44,39872.7264,0.0,253.0,0,0.0,Monitor supplier performance and lead-time stability
1610,4,P4 - Routine,P01886,Glow Oral Care 01886,Personal Care,Stable,3.64,Low,76.0,Medium,11.61,Low,Supplier,14.17,0,0.0195,0.0873,0.0,7.3674,3.2,0.6999,0.0,14.1667,5.7921,0.0,16.9486,0.9971,77321.7707,533.5202,43375.2,33946.5707,0.0,1542.66,0,0.0,Monitor supplier performance and lead-time stability
1611,4,P4 - Routine,P01286,PureLife Oral Care 01286,Personal Care,Trending,3.63,Low,76.0,Medium,21.08,Low,Forecast Accuracy,20.0,0,0.0009,0.3649,0.0,10.2634,1.51,0.8331,0.0,0.0,8.3789,0.0,18.4372,0.9958,167476.0,1155.5844,167476.0,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1612,4,P4 - Routine,P01437,ComfortMax Air Conditioners 01437,Home Appliances,Stable,3.62,Low,76.0,Medium,74.61,High,Supplier,12.08,0,0.0467,0.0723,0.0,8.6353,3.4,1.4971,0.0,12.0833,7.6214,0.0,16.6411,0.9932,2272604.3812,15226.4494,1749176.55,523427.8312,0.0,265.82,0,0.0,Monitor supplier performance and lead-time stability
1613,4,P4 - Routine,P01890,CarryPro Bags 01890,Accessories,Stable,3.62,Low,76.0,Medium,72.07,High,Supplier,11.04,0,0.0024,0.5088,0.0,9.5176,2.9,0.9706,0.0,11.0417,6.3261,0.0,16.858,0.9958,1902681.6246,12747.9669,1173335.22,729346.4046,0.0,47.0,0,0.0,Monitor supplier performance and lead-time stability
1614,4,P4 - Routine,P01124,CarryPro Chargers 01124,Accessories,Trending,3.61,Low,76.0,Medium,68.76,High,Forecast Accuracy,20.0,0,0.0382,0.1459,0.0,13.2309,1.7,0.9812,0.0,0.0,9.3995,0.0,18.6486,0.9957,1540697.43,10322.6728,1540697.43,0.0,0.0,9865.14,0,0.0,Monitor forecast accuracy and review model error drivers
1615,4,P4 - Routine,P01557,CarePlus Skincare 01557,Personal Care,Seasonal,3.61,Low,76.0,Medium,30.49,Low,Forecast Accuracy,20.0,0,0.0635,0.0902,0.0,12.8338,1.85,1.3018,0.0,0.0,9.7339,0.0,18.4295,0.9938,339144.27,2306.181,339144.27,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1616,4,P4 - Routine,P01644,Glow Oral Care 01644,Personal Care,Stable,3.59,Low,76.0,Medium,23.17,Low,Supplier,10.0,0,0.0658,0.7437,0.0,6.5317,2.75,1.3243,0.0,10.0,5.7053,0.0,16.9186,0.995,225232.8687,1509.0602,160653.57,64579.2987,0.0,1923.65,0,0.0,Monitor supplier performance and lead-time stability
1617,4,P4 - Routine,P00755,Vertex Laptops 00755,Electronics,Stable,3.58,Low,76.0,Medium,16.01,Low,Forecast Accuracy,20.0,0,0.037,0.1429,0.0,16.0561,1.79,1.4529,0.0,0.0,9.0204,0.0,17.6798,0.9937,128697.45,862.2729,128697.45,0.0,0.0,244.91,0,0.0,Monitor forecast accuracy and review model error drivers
1618,4,P4 - Routine,P01681,HomePro Microwaves 01681,Home Appliances,Stable,3.57,Low,76.0,Medium,88.76,Very High,Demand Volatility,7.41,0,0.1466,0.9997,0.0,7.796,2.48,0.9144,0.0,7.2917,7.4086,0.0,16.7486,0.9977,3429540.864,22634.9697,1578009.6,1851531.264,0.0,843.35,0,0.0,Review demand variability and increase forecast monitoring frequency
1619,4,P4 - Routine,P00249,CarryPro Cables 00249,Accessories,Stable,3.57,Low,76.0,Medium,45.83,Medium,Supplier,12.71,0,0.0485,0.2981,0.0,9.4501,2.84,0.0,0.0,12.7083,6.2464,0.0,17.209,1.0,405217.9147,2714.96,0.0,405217.9147,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1620,4,P4 - Routine,P01762,CarryPro Mobile Accessories 01762,Accessories,Stable,3.57,Low,76.0,Medium,28.05,Low,Supplier,8.54,0,0.1359,0.9334,0.0,9.4553,2.55,1.0308,0.0,8.5417,6.368,0.0,17.206,0.9965,294139.1922,1970.7326,166476.31,127662.8822,0.0,937.31,0,0.0,Monitor supplier performance and lead-time stability
1621,4,P4 - Routine,P00529,NovaTech Audio 00529,Electronics,Stable,3.57,Low,88.0,High,29.86,Low,Forecast Accuracy,20.0,0,0.012,0.0723,0.0,15.512,1.77,1.2759,0.0,0.8333,8.4136,0.0,17.1595,0.9955,279289.6,1871.2403,279289.6,0.0,0.0,428.25,0,0.0,Monitor forecast accuracy and review model error drivers
1622,4,P4 - Routine,P00867,Apex Smartphones 00867,Electronics,Trending,3.57,Low,76.0,Medium,33.45,Low,Forecast Accuracy,20.0,0,0.037,0.0964,0.0,16.8856,1.63,0.3108,0.0,0.0,10.2776,0.0,18.4091,0.9996,81685.85,547.2952,81685.85,0.0,0.0,293.01,0,0.0,Monitor forecast accuracy and review model error drivers
1623,4,P4 - Routine,P00804,CarePlus Oral Care 00804,Personal Care,Stable,3.57,Low,76.0,Medium,4.74,Low,Supplier,12.5,0,0.0447,0.4095,0.0,6.9443,2.83,0.3697,0.0,12.5,5.5975,0.0,17.723,0.999,19966.1024,133.7729,8271.26,11694.8424,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1624,4,P4 - Routine,P00601,Apex Smartphones 00601,Electronics,Stable,3.54,Low,88.0,High,55.4,Medium,Forecast Accuracy,20.0,0,0.0111,0.0964,0.0,15.5856,1.57,0.5473,0.0,0.8333,8.5473,0.0,17.2367,0.9973,672958.16,4374.228,672958.16,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1625,4,P4 - Routine,P00287,PureLife Grooming 00287,Personal Care,Stable,3.54,Low,76.0,Medium,22.78,Low,Supplier,13.33,0,0.0384,0.1151,0.0,6.8599,3.15,1.0549,0.0,13.3333,5.5883,0.0,17.1636,0.9949,221586.827,1462.4731,153221.46,68365.367,0.0,7088.52,0,0.0,Monitor supplier performance and lead-time stability
1626,4,P4 - Routine,P01586,Vertex Audio 01586,Electronics,Stable,3.53,Low,76.0,Medium,55.08,Medium,Forecast Accuracy,20.0,0,0.0687,0.2048,0.0,16.115,1.52,0.7523,0.0,0.0,8.5983,0.0,17.6856,0.9966,730864.89,4750.6218,730864.89,0.0,0.0,553.64,0,0.0,Monitor forecast accuracy and review model error drivers
1627,4,P4 - Routine,P01009,Vertex Audio 01009,Electronics,Stable,3.52,Low,76.0,Medium,96.43,Very High,Forecast Accuracy,20.0,0,0.0512,0.0482,0.0,16.5997,1.86,1.9696,0.0,0.0,8.4615,0.0,17.3795,0.9913,7586872.7,48555.9853,7586872.7,0.0,0.0,622.79,0,0.0,Monitor forecast accuracy and review model error drivers
1628,4,P4 - Routine,P00726,UrbanGear Cables 00726,Accessories,Stable,3.52,Low,76.0,Medium,66.99,High,Forecast Accuracy,20.0,0,0.0109,0.4989,0.0,10.0149,1.21,0.878,0.0,0.0,6.3402,0.0,17.5023,0.9967,1131219.01,7352.9236,1131219.01,0.0,0.0,3134.32,0,0.0,Monitor forecast accuracy and review model error drivers
1629,4,P4 - Routine,P00933,ConnectX Bags 00933,Accessories,Stable,3.52,Low,76.0,Medium,16.77,Low,Supplier,12.92,0,0.0244,0.1445,0.0,9.5941,3.08,0.6671,0.0,12.9167,6.2651,0.0,17.2599,0.9974,107702.56,710.8369,71190.0,36512.56,0.0,86.15,0,0.0,Monitor supplier performance and lead-time stability
1630,4,P4 - Routine,P01902,NovaTech Laptops 01902,Electronics,Trending,3.52,Low,76.0,Medium,7.26,Low,Forecast Accuracy,20.0,0,0.0103,0.0482,0.0,19.2946,1.67,0.442,0.0,0.0,10.2674,0.0,18.509,0.9983,27102.56,178.8769,27102.56,0.0,0.0,142.74,0,0.0,Monitor forecast accuracy and review model error drivers
