product_id,product_name,category,subcategory,brand,demand_class,selling_price,unit_cost,base_daily_demand,gross_profit,gross_margin_pct,daily_gross_profit,annual_gross_profit,inventory_risk_score,stockout_risk,service_risk,volatility_risk,supplier_risk,excess_inventory_risk,total_lost_sales,average_daily_demand,inventory_days,fill_rate,supplier_delay_rate,average_supplier_delay,risk_class,primary_risk_driver,baseline_total_cost,optimized_total_cost,cost_savings,lost_sales_reduction,baseline_lost_sales,optimized_lost_sales,baseline_fill_rate,optimized_fill_rate,baseline_stockout_rate,optimized_stockout_rate,baseline_inventory_days,optimized_inventory_days,safety_stock_change,inventory_days_change,optimization_opportunity,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,anomaly_event_count,anomaly_count_demand_drop,anomaly_count_demand_spike,anomaly_count_normal,demand_anomaly_flag,forecast_change_pct,max_forecast_increase_pct,max_forecast_decrease_pct,forecast_change_volatility,forecast_increase_flag,forecast_decrease_flag,wape,max_wape,forecast_observations,forecast_accuracy_risk,inventory_component,stockout_component,service_component,supplier_component,volatility_component,excess_inventory_component,forecast_accuracy_component,anomaly_component,forecast_increase_component,forecast_decrease_component,forecast_change_component,demand_supply_mismatch,demand_supplier_collision,forecast_inventory_gap,uncertainty_supplier_exposure,inventory_service_collision,supplier_inventory_collision,forecast_uncertainty_collision,obsolescence_exposure,compound_risk_count,compound_risk_flag,compound_risk_score,risk_score_base,risk_score_pre_compound,risk_score,primary_risk_driver_score,secondary_risk_driver_score,lost_sales_exposure,daily_profit_exposure,thirty_day_profit_exposure,supplier_delay_exposure,forecast_increase_exposure,excess_inventory,inventory_obsolescence_exposure,estimated_financial_exposure,risk_probability,at_risk_value,service_risk_value,business_value_percentile,exposure_percentile,business_impact_score,business_impact_class,evidence_count,confidence_score,confidence_class,business_impact_adjustment,risk_score_before_business,management_priority,priority_rank,recommended_action,risk_label
P01620,OfficePro Storage 01620,Office Supplies,Storage,OfficePro,Intermittent,1900.38,1401.47,327.93,498.91,0.2625,163607.55630000003,59716758.04950001,21.2,5.5328,0.0,71.7511,58.5417,0.0,3210,113.07123287671232,24.5188,0.9611,0.5,3.583333333333333,Critical,Forecast Accuracy,11435.24,6594.11,4841.13,499.0,499.0,0.0,0.994,1.0,0.0027,0.0,25.74,23.74,538.0,-1.99,5340.13,3,1.0,120.6786,1,1,0,0,1,0.0,0,0,0.0,0,0,189.5952,456.96873343932174,12,100,21.2,5.532764888808786,0.0,58.54166666666666,71.75114006050165,0.0,100,70.3,0.0,0.0,0.0,0,1,0,1,0,0,1,0,3,1,35.0,45.593,45.593,85.29,100.0,71.75114006050165,1601501.1,163607.55630000003,4908226.689000001,586260.4101,0.0,0.0,0.0,2187761.5101,0.7235,1582845.4525,190877.4645,51.5,73.85000000000001,64.91,High,5,100.0,High,4.7,80.59,P1 - Immediate,1,Validate demand signal and supplier capacity; prepare alternate sourcing if demand persists,Critical | P1 - Immediate
P01550,CarePlus Haircare 01550,Personal Care,Haircare,CarePlus,Trending,1000.0,837.22,174.15,162.78,0.1628,28348.137000000002,10347070.005,3.6,2.2901,0.0,8.3752,11.0417,0.0,1670,216.3904109589041,17.6197,0.9894,0.0833333333333333,3.0,Low,Supplier,13202.01,17761.14,-4559.13,-191.0,479.0,670.0,0.997,0.9958,0.0041,0.0068,18.05,24.63,-143.0,6.58,0.0,0,0.0246,1.0252,1,1,0,0,0,0.0,0,0,0.0,0,0,9.639,13.111432706222859,15,0,3.6,2.290072926680048,0.0,11.041666666666664,8.375181900276937,0.0,0,5.133506821202453,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.535,4.535,4.55,11.04,8.375181900276937,271842.6,28348.137000000002,850444.1100000001,85044.411,0.0,0.0,0.0,356887.011,0.0096,3426.1153,8990.8629,15.55,31.15,24.91,Low,3,76.0,Medium,0.02,4.53,P4 - Routine,4,Monitor supplier performance and lead-time stability,Low | P4 - Routine
P01417,Apex Audio 01417,Electronics,Audio,Apex,Trending,78580.72,48255.76,9.03,30324.96,0.3859,273834.38879999996,99949551.91199999,1.58,0.1896,0.0,10.1872,0.0,0.0,4,10.412328767123288,18.7429,0.9995,0.0,0.0,Low,Forecast Accuracy,981.78,1019.25,-37.48,-9.0,1.0,10.0,0.9999,0.9987,0.0014,0.0027,17.85,24.93,-7.0,7.08,0.0,0,0.0572,1.084,1,1,0,0,0,0.0,0,0,0.0,0,0,17.4047,30.93474426807761,15,20,1.58,0.1896109560205668,0.0,0.0,10.187183737191324,0.0,20,5.437186748680073,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.5106,4.5106,4.55,20.0,10.187183737191324,121299.84,273834.38879999996,8215031.663999999,0.0,0.0,0.0,0.0,121299.84,0.0096,1164.4785,4323.132,67.65,16.2,36.78,Low,3,76.0,Medium,0.04,4.51,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01238,PureLife Haircare 01238,Personal Care,Haircare,PureLife,Seasonal,942.74,688.14,52.78,254.6,0.2701,13437.788,4904792.62,1.72,0.7742,0.0,9.9277,0.0,0.0,90,54.489041095890414,18.9949,0.9977,0.0,0.0,Low,Forecast Accuracy,7959.21,5715.66,2243.55,289.0,546.0,257.0,0.9863,0.9935,0.0164,0.0068,17.43,25.19,-37.0,7.77,2532.55,0,0.11,1.0679,1,0,1,0,0,0.0,0,0,0.0,0,0,10.6124,27.29805013927576,15,20,1.72,0.7742066128254057,0.0,0.0,9.927708048855102,0.0,20,5.372732866590032,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.536,4.536,4.55,20.0,9.927708048855102,22914.0,13437.788,403133.64,0.0,0.0,0.0,0.0,22914.0,0.0097,222.2658,912.1358,7.6,4.05,5.47,Low,3,76.0,Medium,0.01,4.54,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01540,Glow Haircare 01540,Personal Care,Haircare,Glow,Seasonal,227.52,192.75,35.33,34.77,0.1528,1228.4241,448374.7965,2.53,1.4592,0.0,9.8117,4.1667,0.0,134,36.68767123287671,18.6874,0.995,0.0416666666666666,4.0,Low,Forecast Accuracy,5619.1,4252.22,1366.88,182.0,381.0,199.0,0.9858,0.9926,0.0192,0.0096,16.48,25.38,-24.0,8.9,1548.88,0,0.036,0.2409,1,0,1,0,0,0.0,0,0,0.0,0,0,11.2678,29.37563971340839,15,20,2.53,1.4592401561875028,0.0,4.166666666666666,9.811707560294874,0.0,20,1.215247784779636,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.5547,4.5547,4.55,20.0,9.811707560294874,4659.18,1228.4241,36852.723,4913.6964,0.0,0.0,0.0,9572.8764,0.0097,92.8569,184.3875,0.1,1.9,1.18,Low,4,88.0,High,0.0,4.55,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01894,Apex TVs 01894,Electronics,TVs,Apex,Trending,46563.41,30094.02,6.54,16469.39,0.3537,107709.8106,39314080.868999995,1.71,0.0,0.0,10.1818,1.25,0.0,0,7.779452054794521,17.9901,1.0,0.0,0.0,Low,Forecast Accuracy,1042.91,1011.17,31.75,-7.0,16.0,23.0,0.9972,0.9959,0.0041,0.0068,18.18,24.5,-6.0,6.32,31.75,0,0.0386,0.8913,1,1,0,0,0,0.0,0,0,0.0,0,0,17.9343,31.73076923076923,15,20,1.71,0.0,0.0,1.25,10.181750789868236,0.0,20,4.4680447865172646,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.5268,4.5268,4.55,20.0,10.181750789868236,0.0,107709.8106,3231294.318,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,40.25,0.4,16.34,Low,4,88.0,High,0.02,4.53,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01538,PaperWorks Writing 01538,Office Supplies,Writing,PaperWorks,Stable,2547.87,1700.25,243.11,847.62,0.3327,206064.89820000003,75213687.84300001,2.81,0.6165,0.0,5.3934,12.0833,0.0,369,245.93972602739728,16.4714,0.9979,0.0833333333333333,1.5,Low,Supplier,9975.53,12063.24,-2087.7,-500.0,105.0,605.0,0.9994,0.9966,0.0027,0.0082,16.93,9.79,-115.0,-7.14,0.0,0,0.1034,1.3972,1,0,1,0,0,0.0,0,0,0.0,0,0,7.7014,20.69736253911488,15,0,2.81,0.6164887142869351,0.0,12.083333333333332,5.393436750399975,0.0,0,7.016831634480498,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4885,4.4885,4.54,12.08,7.016831634480498,312771.78,206064.89820000003,6181946.946,309097.3473,0.0,0.0,0.0,621869.1273,0.0095,5907.7567,12705.7438,57.95,41.65,48.17,Medium,3,76.0,Medium,0.05,4.49,P4 - Routine,4,Monitor supplier performance and lead-time stability,Low | P4 - Routine
P00486,CarryPro Cables 00486,Accessories,Cables,CarryPro,Trending,6902.43,5497.77,164.42,1404.66,0.2035,230954.1972,84298281.978,1.78,1.1537,0.0,9.5281,0.0,0.0,740,216.25068493150684,18.2749,0.9953,0.0,0.0,Low,Forecast Accuracy,13203.41,18578.47,-5375.06,-268.0,472.0,740.0,0.997,0.9953,0.0041,0.0055,18.23,24.92,-144.0,6.69,0.0,0,0.0619,1.0172,1,1,0,0,0,0.0,0,0,0.0,0,0,11.8019,20.364520048602667,15,20,1.78,1.1536923944543904,0.0,0.0,9.5280649209521,0.0,20,5.10463785409348,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4764,4.4764,4.53,20.0,9.5280649209521,1039448.4,230954.1972,6928625.916,0.0,0.0,0.0,0.0,1039448.4,0.0095,9874.7598,32478.6883,61.9,54.05,57.19,Medium,3,76.0,Medium,0.05,4.48,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00221,OfficePro Paper 00221,Office Supplies,Paper,OfficePro,Stable,1413.71,1030.12,406.06,383.59,0.2713,155760.55539999998,56852602.72099999,3.33,0.5265,0.0,5.4984,15.625,0.0,347,411.2958904109589,16.5513,0.9988,0.125,2.0,Low,Supplier,24570.3,25840.39,-1270.09,-663.0,1021.0,1684.0,0.9966,0.9944,0.0068,0.0082,16.73,9.48,-192.0,-7.25,0.0,0,0.0665,0.7313,1,0,1,0,0,0.0,0,0,0.0,0,0,6.9668,15.398660986001211,15,0,3.33,0.526530801820133,0.0,15.625,5.498371762117487,0.0,0,3.6765449152151404,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4877,4.4877,4.53,15.62,5.498371762117487,133105.73,155760.55539999998,4672816.662,311521.1108,0.0,0.0,0.0,444626.8408,0.0095,4223.955,5400.4629,49.65,36.15,41.55,Medium,3,76.0,Medium,0.04,4.49,P4 - Routine,4,Monitor supplier performance and lead-time stability,Low | P4 - Routine
P01800,NovaTech TVs 01800,Electronics,TVs,NovaTech,Stable,57448.31,40719.18,20.58,16729.13,0.2912,344285.4954,125664205.82100001,2.37,1.4703,0.0,8.4643,4.375,0.0,78,20.89452054794521,16.4015,0.9949,0.0,0.0,Low,Forecast Accuracy,1456.69,1970.12,-513.43,-41.0,13.0,54.0,0.9991,0.9965,0.0027,0.0027,17.39,24.65,-10.0,7.26,0.0,0,0.0294,0.2891,1,0,1,0,0,0.0,0,0,0.0,0,0,15.761,30.22556390977444,15,20,2.37,1.4702789211015306,0.0,4.375,8.46432158849535,0.0,20,1.4541608711473208,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4595,4.4595,4.52,20.0,8.46432158849535,1304872.14,344285.4954,10328564.862,0.0,0.0,0.0,0.0,1304872.14,0.0094,12265.7981,52817.6791,74.5,59.85,65.71,High,4,88.0,High,0.06,4.46,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00247,HomePro Air Conditioners 00247,Home Appliances,Air Conditioners,HomePro,Stable,57120.06,46036.57,8.3,11083.49,0.194,91992.967,33577432.955,3.17,0.6048,0.0,7.4388,12.5,0.0,12,8.479452054794521,17.4557,0.9981,0.125,1.3333333333333333,Low,Supplier,1289.95,933.09,356.86,36.0,40.0,4.0,0.9935,0.9994,0.0082,0.0014,17.1,17.28,-4.0,0.18,392.86,0,0.1289,1.0357,1,1,0,0,0,0.0,0,0,0.0,0,0,8.4415,12.5,15,0,3.17,0.6048199703454533,0.0,12.5,7.438807898067154,0.0,0,5.217238095238099,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4851,4.4851,4.52,12.5,7.438807898067154,133001.88,91992.967,2759789.0100000002,122657.2893,0.0,0.0,0.0,255659.1693,0.0095,2428.7621,5350.1564,36.7,25.95,30.25,Low,3,76.0,Medium,0.03,4.49,P4 - Routine,4,Monitor supplier performance and lead-time stability,Low | P4 - Routine
P00429,ComfortMax Air Conditioners 00429,Home Appliances,Air Conditioners,ComfortMax,Stable,63138.74,43564.96,3.57,19573.78,0.31,69878.3946,25505614.029,2.08,0.5399,0.0,8.6003,4.1667,0.0,7,3.6054794520547935,17.5251,0.9973,0.0416666666666666,1.0,Low,Forecast Accuracy,806.29,622.41,183.88,3.0,8.0,5.0,0.997,0.9981,0.0041,0.0041,17.51,23.91,-2.0,6.4,186.88,0,0.1313,0.4643,1,0,1,0,0,0.0,0,0,0.0,0,0,10.4369,15.09433962264151,15,20,2.08,0.5399300495482366,0.0,4.166666666666666,8.600332575344826,0.0,20,2.360822510822512,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.5042,4.5042,4.52,20.0,8.600332575344826,137016.46,69878.3946,2096351.838,69878.3946,0.0,0.0,0.0,206894.8546,0.0095,1965.5011,5575.4038,30.65,22.75,25.91,Low,4,88.0,High,0.02,4.5,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01514,Apex Smartphones 01514,Electronics,Smartphones,Apex,Stable,150000.0,117581.52,4.42,32418.48,0.2161,143289.68159999998,52300733.783999994,1.77,0.5631,0.0,9.0152,1.6667,0.0,5,4.502739726027397,17.1871,0.9985,0.0,0.0,Low,Forecast Accuracy,756.01,692.06,63.95,-7.0,0.0,7.0,1.0,0.9979,0.0,0.0027,17.32,24.66,-2.0,7.33,63.95,0,0.2069,0.8571,1,0,1,0,0,0.0,0,0,0.0,0,0,15.9949,28.834355828220858,15,20,1.77,0.563073294130885,0.0,1.6666666666666652,9.015163674186065,0.0,20,4.347783251231525,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4917,4.4917,4.52,20.0,9.015163674186065,162092.4,143289.68159999998,4298690.448,0.0,0.0,0.0,0.0,162092.4,0.0095,1539.8778,6538.9268,47.199999999999996,19.7,30.7,Low,4,88.0,High,0.03,4.49,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01379,HomePro Air Conditioners 01379,Home Appliances,Air Conditioners,HomePro,Volatile,63489.39,45026.71,16.05,18462.68,0.2908,296326.014,108158995.11000001,2.72,2.0633,0.0,14.0326,0.0,0.0,135,16.745205479452054,19.9233,0.989,0.0,0.0,Low,Forecast Accuracy,2447.75,1642.26,805.49,84.0,119.0,35.0,0.9903,0.9971,0.0082,0.0041,19.64,26.64,-16.0,7.0,889.49,0,0.0697,0.2489,1,0,1,0,0,0.0,0,0,0.0,0,0,18.0772,26.736842105263158,12,20,2.72,2.063288926342968,0.0,0.0,14.032559754014528,0.0,20,1.2654949206767836,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4395,4.4395,4.51,20.0,14.032559754014528,2492461.8,296326.014,8889780.42,0.0,0.0,0.0,0.0,2492461.8,0.0094,23429.1409,98177.3852,70.39999999999999,76.25,73.91,High,3,76.0,Medium,0.07,4.44,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00877,PaperWorks Storage 00877,Office Supplies,Storage,PaperWorks,Trending,5000.0,3975.15,339.68,1024.85,0.205,348121.04799999995,127064182.51999998,2.46,1.2712,0.0,8.6597,5.2083,0.0,1396,425.6657534246575,17.7555,0.9955,0.0416666666666666,1.0,Low,Forecast Accuracy,39229.48,21759.24,17470.24,1781.0,2427.0,646.0,0.9922,0.9979,0.0096,0.0027,16.87,17.27,-281.0,0.4,19251.24,0,0.0295,0.1082,1,0,1,0,0,0.0,0,0,0.0,0,0,10.4625,23.16376208283355,15,20,2.46,1.2711737682624302,0.0,5.208333333333336,8.65970981428531,0.0,20,0.5498596160665629,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4358,4.4358,4.51,20.0,8.65970981428531,1430690.6,348121.04799999995,10443631.439999998,348121.048,0.0,0.0,0.0,1778811.648,0.0094,16720.8295,46918.6367,74.85000000000001,66.95,70.11,High,4,88.0,High,0.07,4.44,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01369,NovaTech Audio 01369,Electronics,Audio,NovaTech,Stable,108365.77,91618.98,28.22,16746.79,0.1545,472594.4138,172496961.037,2.15,0.4629,0.0,8.6134,4.7917,0.0,40,28.995890410958904,17.2415,0.9981,0.0416666666666666,2.0,Low,Forecast Accuracy,3759.79,1993.02,1766.77,174.0,214.0,40.0,0.9899,0.9981,0.011,0.0041,17.59,17.12,-14.0,-0.46,1940.77,0,0.004,0.3011,1,0,1,0,0,0.0,0,0,0.0,0,0,16.4404,29.84983766233766,15,20,2.15,0.4629460047333954,0.0,4.791666666666666,8.613388869377586,0.0,20,1.5067549500980482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4421,4.4421,4.51,20.0,8.613388869377586,669871.6,472594.4138,14177832.413999999,945188.8276,0.0,0.0,0.0,1615060.4276,0.0094,15181.568,26792.3322,84.15,64.35,72.27,High,4,88.0,High,0.07,4.44,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00282,HomePro Washing Machines 00282,Home Appliances,Washing Machines,HomePro,Stable,73911.68,57438.3,18.17,16473.38,0.2229,299321.31460000004,109252279.82900001,3.78,0.3851,0.0,7.3477,17.0833,0.0,15,18.49041095890411,17.2399,0.9989,0.1666666666666666,1.5,Low,Supplier,1703.02,1479.48,223.53,28.0,46.0,18.0,0.9966,0.9987,0.0041,0.0027,17.39,24.32,-9.0,6.94,251.53,0,0.0726,0.1927,1,0,1,0,0,0.0,0,0,0.0,0,0,7.6437,12.34224595345005,15,0,3.78,0.3851001771952009,0.0,17.08333333333333,7.3476589149623965,0.0,0,0.9853324213720911,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4586,4.4586,4.51,17.08,7.3476589149623965,247100.7,299321.31460000004,8979639.438000001,448981.9719,0.0,0.0,0.0,696082.6719,0.0094,6543.1771,9978.8555,70.75,44.25,54.85,Medium,3,76.0,Medium,0.05,4.46,P4 - Routine,4,Monitor supplier performance and lead-time stability,Low | P4 - Routine
P01183,PureLife Grooming 01183,Personal Care,Grooming,PureLife,Seasonal,260.66,219.88,36.31,40.78,0.1564,1480.7218,540463.457,1.65,0.6259,0.0,9.724,0.0,0.0,60,38.24794520547945,18.5014,0.9979,0.0,0.0,Low,Forecast Accuracy,3190.42,3577.78,-387.36,-9.0,116.0,125.0,0.9958,0.9955,0.0055,0.0068,18.7,25.2,-26.0,6.5,0.0,0,0.1115,1.084,1,0,1,0,0,0.0,0,0,0.0,0,0,10.4081,25.024342745861727,15,20,1.65,0.6258509208711663,0.0,0.0,9.724005642333111,0.0,20,5.453474388786239,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.5069,4.5069,4.51,20.0,9.724005642333111,2446.8,1480.7218,44421.654,0.0,0.0,0.0,0.0,2446.8,0.0096,23.4893,95.4586,0.15,1.0999999999999999,0.72,Low,3,76.0,Medium,0.0,4.51,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01639,ConnectX Bags 01639,Accessories,Bags,ConnectX,Stable,4398.57,2872.41,194.5,1526.16,0.347,296838.12,108345913.8,1.19,0.8786,0.0,6.1913,0.0,0.0,490,202.9917808219178,17.4045,0.9967,0.0,0.0,Low,Forecast Accuracy,12558.44,10606.77,1951.67,210.0,509.0,299.0,0.9966,0.998,0.0041,0.0055,16.92,17.28,-95.0,0.37,2161.67,0,0.156,1.4815,1,0,1,0,0,0.0,0,0,0.0,0,0,10.2414,18.248961378673638,15,20,1.19,0.8786151833448086,0.0,0.0,6.1912779424655,0.0,20,7.454142867220441,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4514,4.4514,4.5,20.0,7.454142867220441,747818.4,296838.12,8905143.6,0.0,0.0,0.0,0.0,747818.4,0.0094,7029.493,29446.6364,70.5,46.45,56.07,Medium,3,76.0,Medium,0.05,4.45,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00024,HomePro Washing Machines 00024,Home Appliances,Washing Machines,HomePro,Stable,54859.18,38190.21,3.53,16668.97,0.3039,58841.4641,21477134.3965,1.92,0.0,0.0,8.6611,4.1667,0.0,0,3.578082191780822,17.8139,1.0,0.0416666666666666,2.0,Low,Forecast Accuracy,725.13,610.02,115.12,-4.0,0.0,4.0,1.0,0.9985,0.0,0.0014,17.49,23.76,-2.0,6.27,115.12,0,0.1429,0.5,1,0,1,0,0,0.0,0,0,0.0,0,0,10.669,15.887850467289718,15,20,1.92,0.0,0.0,4.166666666666666,8.661102635829888,0.0,20,2.5428571428571427,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4797,4.4797,4.5,20.0,8.661102635829888,0.0,58841.4641,1765243.923,117682.9282,0.0,0.0,0.0,117682.9282,0.0095,1117.9878,0.0,27.400000000000002,15.85,20.47,Low,4,88.0,High,0.02,4.48,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00707,EverHome Microwaves 00707,Home Appliances,Microwaves,EverHome,Seasonal,28457.31,17259.14,11.48,11198.17,0.3935,128554.99160000001,46922571.934,1.82,0.0,0.0,11.3049,0.8333,0.0,0,11.765753424657534,18.0652,1.0,0.0,0.0,Low,Forecast Accuracy,2057.43,2012.77,44.66,3.0,104.0,101.0,0.9879,0.9882,0.0151,0.011,17.74,25.62,-8.0,7.88,47.66,0,0.0128,0.7708,1,1,0,0,0,0.0,0,0,0.0,0,0,12.5968,19.0031152647975,15,20,1.82,0.0,0.0,0.8333333333333304,11.304904488106054,0.0,20,3.858079065140982,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4821,4.4821,4.5,20.0,11.304904488106054,0.0,128554.99160000001,3856649.748,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,44.45,0.4,18.02,Low,4,88.0,High,0.02,4.48,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01019,ConnectX Mobile Accessories 01019,Accessories,Mobile Accessories,ConnectX,Trending,4033.55,3212.79,210.71,820.76,0.2035,172942.3396,63123953.954,1.66,0.7408,0.0,9.5835,0.0,0.0,390,277.0561643835616,18.2293,0.9981,0.0,0.0,Low,Forecast Accuracy,20940.95,19498.16,1442.79,154.0,1064.0,910.0,0.9947,0.9955,0.0055,0.0068,17.51,17.68,-185.0,0.18,1596.79,0,0.2258,1.0249,1,0,1,0,0,0.0,0,0,0.0,0,0,12.9315,21.41018099148096,15,20,1.66,0.7407749071867366,0.0,0.0,9.583502921786662,0.0,20,5.192132589921252,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4488,4.4488,4.49,20.0,9.583502921786662,320096.4,172942.3396,5188270.188,0.0,0.0,0.0,0.0,320096.4,0.0094,3008.9062,10004.5259,53.0,28.95,38.57,Low,3,76.0,Medium,0.04,4.45,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01440,WriteWell Storage 01440,Office Supplies,Storage,WriteWell,Trending,1621.9,1271.09,277.96,350.81,0.2163,97511.1476,35591568.874,1.89,0.0,0.0,8.4205,4.1667,0.0,0,345.56986301369864,19.2611,1.0,0.0416666666666666,3.0,Low,Forecast Accuracy,14824.36,21176.42,-6352.06,-141.0,196.0,337.0,0.9992,0.9987,0.0014,0.0027,17.75,25.19,-228.0,7.44,0.0,0,0.0038,0.5196,1,1,0,0,0,0.0,0,0,0.0,0,0,11.2525,19.0087002372792,15,20,1.89,0.0,0.0,4.166666666666666,8.420506558353328,0.0,20,2.5993141612086523,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.4594,4.4594,4.49,20.0,8.420506558353328,0.0,97511.1476,2925334.428,292533.4428,0.0,0.0,0.0,292533.4428,0.0094,2749.8144,0.0,38.25,27.400000000000002,31.74,Low,4,88.0,High,0.03,4.46,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01010,PureLife Oral Care 01010,Personal Care,Oral Care,PureLife,Trending,921.33,637.84,44.12,283.49,0.3077,12507.5788,4565266.262,1.89,0.3175,0.0,7.8303,4.1667,0.0,17,53.52054794520548,18.2497,0.9996,0.0416666666666666,1.0,Low,Forecast Accuracy,5781.6,4747.63,1033.98,93.0,323.0,230.0,0.9917,0.9941,0.011,0.0096,18.23,17.26,-35.0,-0.97,1126.98,0,0.1074,0.5902,1,0,1,0,0,0.0,0,0,0.0,0,0,11.1352,21.97149643705463,15,20,1.89,0.3174842485037393,0.0,4.166666666666666,7.830344162949611,0.0,20,2.9831284776687816,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.493,4.493,4.49,20.0,7.830344162949611,4819.33,12507.5788,375227.364,12507.5788,0.0,0.0,0.0,17326.9088,0.0095,164.6056,163.2676,7.199999999999999,3.4000000000000004,4.92,Low,4,88.0,High,0.0,4.49,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01302,ConnectX Mobile Accessories 01302,Accessories,Mobile Accessories,ConnectX,Trending,7697.22,4739.28,203.19,2957.94,0.3843,601023.8286,219373697.439,2.25,0.6131,0.0,9.6314,4.1667,0.0,395,267.741095890411,18.1928,0.998,0.0416666666666666,2.0,Low,Forecast Accuracy,47626.07,15422.85,32203.22,3618.0,3769.0,151.0,0.9807,0.9992,0.0178,0.0014,17.43,25.23,-178.0,7.8,35821.22,0,0.0985,0.2095,1,0,1,0,0,0.0,0,0,0.0,0,0,12.3885,18.69008910096702,15,20,2.25,0.6130555933053465,0.0,4.166666666666666,9.631392341864489,0.0,20,1.077233752383647,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,4.3967,4.3967,4.47,20.0,9.631392341864489,1168386.3,601023.8286,18030714.858,1202047.6572,0.0,0.0,0.0,2370433.9572,0.0092,21807.9924,36439.4778,89.75,75.4,81.14,Very High,4,88.0,High,0.07,4.4,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
